"player","monster","level","variant","出場回数","A(アクティブ)","P(コンパニオン)","match01","match02","match03","match04","match05","match06","match07","match08","match09","match10","match11"
"Ｄｒ．ウェスト","スターヴァンパイア","29","原種","11","エナジードレイン / エルフショット / テラーコール / フォトケミカルスモッグ / 闇のベール","ハートオブウィンド / ミラージュ / 攻撃ブースト","A-C","B-C","C-D","C-E","C-F","C-G","C-H","C-I","C-J","C-K","C-L"
"Ｄｒ．ウェスト","F.S.M.","49","原種","11","アゼランザ / エルフショット / ハスタリーザ / ブラッドスティール / 光のベール","守りのミンネ / 悪目立ち / 戦いのエール","A-C","B-C","C-D","C-E","C-F","C-G","C-H","C-I","C-J","C-K","C-L"
"シュトラッサー","クン・アヌン (1)","34","原種","11","バーニングレイジ / ファイアランス","リジェネレイト / 守りのミンネ","A-B","A-C","A-D","A-E","A-F","A-G","A-H","A-I","A-J","A-K","A-L"
"シュトラッサー","クン・アヌン (2)","32","原種","11","バーニングレイジ / ファイアランス","コールドバリア / セントリー / フレイムバリア / 防御ブースト","A-B","A-C","A-D","A-E","A-F","A-G","A-H","A-I","A-J","A-K","A-L"
"シュトラッサー","ルサルカ","35","原種","11","フラッド / メイルストロム","コールドバリア / レジストスリープ / レジストチャーム / 防御ブースト","A-B","A-C","A-D","A-E","A-F","A-G","A-H","A-I","A-J","A-K","A-L"
"シュトラッサー","ペリ","41","原種","11","パイロクラズム / ムーランルージュ","コールドバリア / フレイムバリア / レジストチャーム / 予習復習","A-B","A-C","A-D","A-E","A-F","A-G","A-H","A-I","A-J","A-K","A-L"
"dq","ワイバーン (1)","29","亜種1","11","スパイクテイル / ダブルアタック / チャージ / ベノムスティング","ミラージュ / 守りのミンネ / 防御ブースト","A-F","B-F","C-F","D-F","E-F","F-G","F-H","F-I","F-J","F-K","F-L"
"dq","ワイバーン (2)","20","亜種2","3","スパイクテイル / ベノムスティング","ハートオブフレイム / ミラージュ","F-H","F-J","F-K","","","","","","","",""
"dq","アークディスプレイサー","16","原種","6","ソリッドファントム / ダブルアタック / ペトロガス / ホロウワールド","ハートオブフレイム","A-F","B-F","D-F","E-F","F-G","F-I","","","","",""
"dq","粉雪","16","亜種1","5","スノウストーム / ヒーリング / 氷の花","クィックオーダー","A-F","B-F","D-F","F-I","F-K","","","","","",""
"dq","ベルナス","19","亜種1","11","アイスボール / ウィンドボルト / リヴァイヴ / 光のベール / 水流","ハートオブフレイム / 守りのミンネ / 防御ブースト","A-F","B-F","C-F","D-F","E-F","F-G","F-H","F-I","F-J","F-K","F-L"
"dq","ペリ","30","亜種2","2","ムーランルージュ","ミラージュ","C-F","F-L","","","","","","","","",""
"dq","モラル","15","亜種1","4","ウィンドボルト / ブラッドスティール / ペイルムーン","クィックオーダー","C-F","E-F","F-G","F-L","","","","","","",""
"dq","アカリ","9","亜種1","1","光の楔 / 風葬","クィックオーダー","F-H","","","","","","","","","",""
"dq","フォトケミ","8","原種","1","フォトケミカルスモッグ / ワインクラウド","クィックオーダー","F-J","","","","","","","","","",""
"白","ティンダロスハウンド","36","原種","6","イズルハーダ / ダブルアタック / テラーコール / フェイズアウト","アウタークッキー / レジストシック / 予習復習","A-J","B-J","F-J","H-J","J-K","J-L","","","","",""
"白","ワイバーン (1)","44","亜種1","3","スパイクテイル / ダブルアタック / チャージ / ベノムスティング / ランドスライド","フレイムアシスト / 予習復習 / 守りのミンネ / 戦いのエール","C-J","E-J","G-J","","","","","","","",""
"白","ワイバーン (2)","25","亜種2","4","スパイクテイル / チャージ / 光の刻印","ビーストクッキー","A-J","D-J","F-J","H-J","","","","","","",""
"白","ワイバーン (3)","44","亜種2","3","スパイクテイル / ダブルアタック / ベノムスティング / ランドスライド","レジストシック / 予習復習 / 守りのミンネ / 戦いのエール","C-J","E-J","G-J","","","","","","","",""
"白","サキュバス","26","原種","7","エルフショット / ダークボルト / テンプテイション / ヒーリング / ファイアランス","ハートオブマーブル / ミラージュ / レジストスリープ / 予習復習 / 心の棘 / 魔力ブースト","A-J","B-J","C-J","D-J","F-J","H-J","J-K","","","",""
"白","ウルタールの猫","12","原種","4","ダークボルト / フライト","レジストフィアー / 予習復習","A-J","D-J","F-J","H-J","","","","","","",""
"白","アークディスプレイサー","26","原種","2","テラーコール / ペトロガス / ホロウワールド","アウタークッキー","B-J","D-J","","","","","","","","",""
"白","エアリエル","22","原種","3","ウィンドボルト / ストームワーニング / テンペスト","ミラージュ / レジストフィアー / 予習復習 / 心の棘 / 魔力ブースト","B-J","J-K","J-L","","","","","","","",""
"白","スノウ (1)","23","亜種1","1","リヴァイヴ / ルビーライト","ハートオブマーブル / ミラージュ","I-J","","","","","","","","","",""
"白","スノウ (2)","24","亜種1","1","スノウストーム","ハートオブマーブル / ミラージュ","J-K","","","","","","","","","",""
"白","スノウ (3)","5","亜種2","1","コールドウェーブ / スノウストーム / スリートストーム","レジストスリープ / 予習復習","C-J","","","","","","","","","",""
"白","セイレン","28","亜種2","2","アウェイクニング / ウィンドボルト / エルフショット / ヒーリング / 悪魔のトリル","レジストシック / 予習復習","E-J","G-J","","","","","","","","",""
"白","フラーユ","17","原種","2","コールドウェーブ / コールドボルト / ヒーリング / 春の雨","レジストチャーム / 予習復習","E-J","G-J","","","","","","","","",""
"白","ヒカップ","24","亜種1","2","ヒカップ / ペトロガス","ハートオブウィンド / ビーストクッキー / リフレクション","I-J","J-L","","","","","","","","",""
"白","天然楔","6","原種","1","光の楔","レジストシック / 予習復習","I-J","","","","","","","","","",""
"白","無形の落とし子","13","原種","2","カラカス","アウタークッキー / ミラージュ","I-J","J-L","","","","","","","","",""
"ゆばゆば極限","ティンダロスハウンド","15","亜種2","6","イズルハーダ / チャージ / テラーコール / ファストストライク / フェイズアウト","アウタークッキー","A-E","C-E","E-G","E-I","E-J","E-L","","","","",""
"ゆばゆば極限","ビヤーキー","35","原種","9","スカラド / ヒヤデスウィンド / ファストストライク","アウタークッキー / クィックオーダー / 地味づくり / 心の壁 / 心の棘","A-E","B-E","C-E","D-E","E-G","E-I","E-J","E-K","E-L","",""
"ゆばゆば極限","フライングポリープ","46","原種","9","イーヴルフルート / ツイスター / ファイアボルト","アウタークッキー / ハートオブウィンド","A-E","B-E","C-E","D-E","E-G","E-I","E-J","E-K","E-L","",""
"ゆばゆば極限","グレムリン","20","原種","9","ウィンドボルト / ヒーリング / 風葬","フェアリークッキー / 守りのミンネ / 戦いのエール","A-E","B-E","C-E","D-E","E-G","E-I","E-J","E-K","E-L","",""
"ゆばゆば極限","モーラ","15","原種","3","アイスランス / ブラッドスティール / ペイルムーン","クィックオーダー / 地味づくり","B-E","D-E","E-K","","","","","","","",""
"ゆばゆば極限","スキュラ","29","亜種2","2","アイスランス / コールドボルト / セメタリーゲート / バインドグラスプ / 氷の刻印","コールドアシスト / ハートオブフレイム / 敏捷ブースト","E-F","E-H","","","","","","","","",""
"ゆばゆば極限","シルバードラゴン","45","原種","2","アイスブレス / スタンピード / チャージ / ブリザード / 水流","ビーストクッキー","E-F","E-H","","","","","","","","",""
"ゆばゆば極限","スノウ","28","亜種2","2","スノウストーム / スリートストーム / セメタリーゲート / ヒーリング / 氷の花","フェアリークッキー","E-F","E-H","","","","","","","","",""
"ゆばゆば極限","サキュバス","21","原種","2","エルフショット / サクション / テンプテイション / ヒーリング / ブラッドスティール","フェアリークッキー","E-F","E-H","","","","","","","","",""
"harty","ハイドラ","45","原種","7","ダブルアタック / チャージ / ラーヴァフロウ / 誘い受け","ボディケア / 防御ブースト","A-G","C-G","D-G","E-G","G-H","G-J","G-L","","","",""
"harty","シルバードラゴン","28","原種","7","アイスブレス / エルフショット / コールドウェーブ / ダブルアタック / ブリザード","ミラージュ","A-G","C-G","D-G","E-G","G-H","G-J","G-L","","","",""
"harty","モスマン","30","原種","7","ウィンドボルト / グリムシャドウ / ジャベリン / ヒーリング / ファイアボール","命中ブースト","A-G","C-G","D-G","E-G","G-H","G-J","G-L","","","",""
"harty","ウルタールの猫","17","原種","7","イルネス / ウィンドボルト / エルフショット / ヒーリング / フライト","レジストチャーム / 心の壁","A-G","C-G","D-G","E-G","G-H","G-J","G-L","","","",""
"harty","ダークヤング","27","原種","4","イボニーシード / ガッシマ / ダブルアタック / チャージ / ハードブロウ","ハートオブマーブル","B-G","F-G","G-I","G-K","","","","","","",""
"harty","ワイバーン","19","原種","4","ダブルアタック / ベノムスティング","レジストバインド","B-G","F-G","G-I","G-K","","","","","","",""
"harty","フラーユ","14","原種","4","ウィンドボルト / 春の雨 / 水流","レジストスリープ / レジストチャーム","B-G","F-G","G-I","G-K","","","","","","",""
"harty","クン・アヌン","24","原種","4","ウィンドボルト / バーニングレイジ / ファイアランス","守りのミンネ","B-G","F-G","G-I","G-K","","","","","","",""
"ゆき","雪乃","36","亜種1","3","パイロクラズム / フラッシュファイア / ムーランルージュ / レーヴァテイン / 炎の刻印","攻撃ブースト","A-L","B-L","K-L","","","","","","","",""
"ゆき","深雪","29","亜種2","2","ダブルアタック / ヒヤデスウィンド / リヴァイヴ / 炎の刻印","フェアリークッキー / フレイムアシスト / 敏捷ブースト","A-L","K-L","","","","","","","","",""
"ゆき","瑞希","37","原種","3","アイスランス / コールドボルト / フラッシュフラッド / フラッド / 氷の楔","コールドアシスト / レジストシック / レジストスリープ / 魔力ブースト","A-L","B-L","D-L","","","","","","","",""
"ゆき","凪","37","原種","2","ウィンドボルト / キャンセレイション / テンペスト / 火葬 / 炎の楔","フェアリークッキー / 命中ブースト / 戦いのエール","A-L","I-L","","","","","","","","",""
"ゆき","魅魔","16","原種","8","スリープクラウド / テンプテイション","クィックオーダー / フェアリークッキー","B-L","C-L","D-L","E-L","G-L","H-L","J-L","K-L","","",""
"ゆき","風香","16","原種","6","ウィンドボルト / エルフショット / テンペスト","フェアリークッキー / レジストスリープ / レジストバインド / レジストフィアー / 心の棘","B-L","C-L","E-L","G-L","J-L","K-L","","","","",""
"ゆき","ブラスドラゴン","20","原種","1","ダブルアタック","ビーストクッキー","C-L","","","","","","","","","",""
"ゆき","桜","13","原種","3","水流","フェアリークッキー / レジストバインド / 心の棘","C-L","E-L","G-L","","","","","","","",""
"ゆき","アークディスプレイサー","30","原種","2","ホロウワールド","アウタークッキー","D-L","F-L","","","","","","","","",""
"ゆき","リベレイション","11","原種","3","ブラッドスティール / リベレイション","レジストスリープ / レジストフィアー","D-L","F-L","H-L","","","","","","","",""
"ゆき","サキュバス","8","原種","1","テンプテイション / ブラッドスティール / ペイルムーン / ワインクラウド","クィックオーダー","E-L","","","","","","","","","",""
"ゆき","セイレン","1","原種","1","悪魔のトリル","レジストシック / レジストスリープ","F-L","","","","","","","","","",""
"ゆき","闇の楔","15","原種","2","イーヴルフルート / 闇の楔","アウタークッキー / レジストバインド / 心の棘","F-L","H-L","","","","","","","","",""
"ゆき","フォトケミゴ","6","原種","1","フォトケミカルスモッグ / ワインクラウド","アウタークッキー","G-L","","","","","","","","","",""
"ゆき","ワイバーン","24","亜種1","2","エイミング / ダブルアタック / ベノムスティング / ペトロガス","レジストシック / レジストスリープ / 命中ブースト / 戦いのエール","H-L","I-L","","","","","","","","",""
"ゆき","ペリ","20","原種","1","コールドボルト / ムーランルージュ","コールドアシスト / 魔力ブースト","I-L","","","","","","","","","",""
"ゆき","美希","25","亜種2","1","アウェイクニング / ブラッドスティール / 悪魔のトリル","フェアリークッキー","I-L","","","","","","","","","",""
"ゆき","スキュラ","1","原種","1","アイスランス","レジストシック / レジストスリープ","J-L","","","","","","","","","",""
"ゆき","モーラ","1","原種","1","ブラッドスティール","クィックオーダー","J-L","","","","","","","","","",""
"ウェェ","セイレン","38","原種","4","アウェイクニング / シールド / 悪魔のトリル","予習復習","A-H","D-H","F-H","H-J","","","","","","",""
"ウェェ","ラベンダードラゴン","21","亜種1","2","ダブルアタック / チャージ / ハードブロウ","予習復習","A-H","H-J","","","","","","","","",""
"ウェェ","スターヴァンパイア","24","原種","4","アンガドーリエラ / エナジードレイン / テラーコール / ブラッドスティール","予習復習","A-H","D-H","F-H","H-J","","","","","","",""
"ウェェ","エアリエル","26","原種","6","ウィンドボルト / テンペスト / ベノムスクラッチ / 水流","クィックオーダー / レジストペトリ","A-H","B-H","G-H","H-I","H-J","H-K","","","","",""
"ウェェ","ナイトメア","36","亜種2","6","アースクェイク / カロウシブスピット / クリティカルスパイク / スリープクラウド / 挑発","予習復習","B-H","D-H","F-H","G-H","H-I","H-K","","","","",""
"ウェェ","オールドワン2号","39","原種","6","ウィンドボルト / グリムシャドウ / ダークボルト / デルバイス / ミラーズ","リジェネレイト / リフレクション / レジストペトリ","B-H","D-H","F-H","G-H","H-I","H-K","","","","",""
"ウェェ","オールドワン1号","29","原種","6","ウィンドボルト / デルバイス / ヒーリング","リフレクション / 心の壁 / 心の棘 / 魔力ブースト","B-H","C-H","E-H","G-H","H-I","H-K","","","","",""
"ウェェ","ウォークライ","9","原種","3","ウォークライ / ハードブロウ","予習復習","C-H","E-H","H-L","","","","","","","",""
"ウェェ","グリンディロー (1)","11","原種","3","ダイブ / ダブルアタック","予習復習","C-H","E-H","H-L","","","","","","","",""
"ウェェ","グリンディロー (2)","8","原種","3","タングリング","予習復習","C-H","E-H","H-L","","","","","","","",""
"ウェェ","お世話係","24","原種","1","アンガドーリエラ / エナジードレイン / テラーコール / ブラッドスティール","リフレクション / 魔力ブースト","H-L","","","","","","","","","",""
