"player","monster","level","variant","出場回数","A(アクティブ)","P(コンパニオン)","match01","match02","match03","match04","match05","match06","match07","match08","match09","match10","match11"
"ハイジ","グレちゃん","35","亜種1","11","アウェイクニング / アムネジア / ウィンドボルト / ダークボルト / ファイアランス / ルビーライト / 夢の終わり / 風葬","HPブースト / クィックオーダー / ハートオブオーシャン / 敏捷ブースト","A-B","B-C","B-D","B-E","B-F","B-G","B-H","B-I","B-J","B-K","B-L"
"ポリープ","ドール","35","原種","11","アースクェイク / カロウシブスピット / ダブルアタック","クィックオーダー / ディレイオーダー / ミラージュ / 命中ブースト / 戦いのエール","A-H","B-H","C-H","D-H","E-H","F-H","G-H","H-I","H-J","H-K","H-L"
"ポリープ","ハイドラ","37","原種","3","チャージ / ラーヴァフロウ","エンジェリックウィング / コールドバリア / ミラージュ","A-H","D-H","E-H","","","","","","","",""
"ポリープ","ビヤーキーヒヤデス","26","原種","3","スカラド / ヒヤデスウィンド","心の棘 / 魔力ブースト","A-H","F-H","H-L","","","","","","","",""
"ポリープ","グレムリン","35","亜種1","6","ダブルアタック / ダークボルト / 光の楔 / 風葬","ディレイオーダー / 守りのミンネ / 心の棘 / 魔力ブースト","A-H","B-H","D-H","E-H","G-H","H-J","","","","",""
"ポリープ","セイレンアウェイク (1)","29","亜種2","8","アウェイクニング / エルフショット / ダブルアタック / 悪魔のトリル / 魔性の囁き","クィックオーダー / フレイムアシスト / ミラージュ / 命中ブースト / 魔力ブースト","B-H","D-H","F-H","G-H","H-I","H-J","H-K","H-L","","",""
"ポリープ","セイレンアウェイク (2)","30","亜種2","1","アウェイクニング / エルフショット / 悪魔のトリル","値踏み","C-H","","","","","","","","","",""
"ポリープ","アルルーナ","34","原種","4","エンジェルダスト / トランキリティ / ブラッドスティール / ラストシュリーク / ルビーライト","エンジェリックウィング / コールドバリア / 値踏み / 心の棘 / 魔力ブースト","B-H","C-H","F-H","G-H","","","","","","",""
"ポリープ","アンクー","30","原種","4","ダブルアタック / デスサイズ / パンデミック / ビーストキラー","エンジェリックウィング / コールドバリア","C-H","H-I","H-K","H-L","","","","","","",""
"ポリープ","ワイバーン","30","亜種2","2","スパイクテイル / ベノムスティング","ミラージュ","E-H","H-I","","","","","","","","",""
"ポリープ","スターヴァンパイア","37","原種","1","アンガドーリエラ / フェアリーキラー","","H-J","","","","","","","","","",""
"ポリープ","サキュバス","15","原種","1","エルフショット / サクション / ブラッドスティール","エンジェリックウィング / コールドアシスト","H-K","","","","","","","","","",""
"Ｄｒ．ウェスト","ダークヤング","25","原種","11","ガッシマ / スウィング / スタンピード / テラーコール / ハードブロウ","エンジェリックウィング / ハートオブオーシャン","A-G","B-G","C-G","D-G","E-G","F-G","G-H","G-I","G-J","G-K","G-L"
"Ｄｒ．ウェスト","ドール","29","原種","11","アースクェイク / カロウシブスピット / スウィング / スタンピード / チャージ","守りのミンネ / 戦いのエール","A-G","B-G","C-G","D-G","E-G","F-G","G-H","G-I","G-J","G-K","G-L"
"Ｄｒ．ウェスト","スターヴァンパイア","25","原種","11","エナジードレイン / エルフショット / テラーコール / フォトケミカルスモッグ / 闇のベール","ハートオブウィンド / ミラージュ / 心の棘 / 魔力ブースト","A-G","B-G","C-G","D-G","E-G","F-G","G-H","G-I","G-J","G-K","G-L"
"Ｄｒ．ウェスト","F.S.M.","47","原種","11","アゼランザ / エルフショット / ハスタリーザ / ブラッドスティール / 光のベール","","A-G","B-G","C-G","D-G","E-G","F-G","G-H","G-I","G-J","G-K","G-L"
"センカ","エオヒド","36","亜種2","5","ウィンドボルト / エルフショット / パリィ / パンデミック / ファイアランス","エンジェリックウィング / フレイムアシスト / 敏捷ブースト / 防御ブースト","A-J","C-J","F-J","H-J","J-L","","","","","",""
"センカ","オルロック","25","亜種1","3","ウィンドボルト / シールド / ジャベリン / ディスペル / ヒーリング","守りのミンネ / 戦いのエール / 攻撃ブースト / 防御ブースト","A-J","C-J","F-J","","","","","","","",""
"センカ","ミランダ","22","","1","","敏捷ブースト","A-J","","","","","","","","","",""
"センカ","アエス","41","原種","5","アイスランス / セメタリーゲート / フラッド / ペイルムーン","エンジェリックウィング / カウンター / コールドアシスト / ハートオブフレイム / 敏捷ブースト","A-J","C-J","F-J","H-J","J-L","","","","","",""
"センカ","アンクー","35","亜種2","6","ウィンドボルト / エルフショット / パリィ / パンデミック / ファイアランス","フレイムアシスト / 敏捷ブースト","B-J","D-J","E-J","G-J","I-J","J-K","","","","",""
"センカ","ナハツェーラー","22","亜種1","2","ウィンドボルト / コールドボルト / ジャベリン / ディスペル / ヒーリング","リフレクション / 守りのミンネ / 防御ブースト / 魔力ブースト","B-J","D-J","","","","","","","","",""
"センカ","ルサルカ","40","原種","5","アイスランス / セメタリーゲート / ダイヤモンドダスト / フラッド / ペイルムーン","コールドアシスト / 敏捷ブースト","B-J","D-J","E-J","I-J","J-K","","","","","",""
"センカ","エアリエル","22","原種","3","ウィンドボルト / セメタリーゲート / テンペスト / ヒーリング / ファイアボルト","リフレクション / 戦いのエール / 攻撃ブースト / 敏捷ブースト / 魔力ブースト","B-J","D-J","G-J","","","","","","","",""
"センカ","シシリー","18","原種","1","アイスランス / ファイアボルト / 光のベール / 桜花泡影","フレイムアシスト / 魔力ブースト","C-J","","","","","","","","","",""
"センカ","ダークヤング","22","原種","4","ガッシマ / スタンピード / スパイクテイル / ニグラーヌ","守りのミンネ / 防御ブースト","E-J","G-J","I-J","J-K","","","","","","",""
"センカ","ティンダロスハウンド","27","原種","4","くすぐり / スタンピード / チャージ / フェイズアウト","守りのミンネ / 戦いのエール / 攻撃ブースト / 防御ブースト","E-J","G-J","I-J","J-K","","","","","","",""
"センカ","リャオタン","27","原種","2","くすぐり / スタンピード / チャージ / テラーコール / フェイズアウト","リフレクション / 戦いのエール / 攻撃ブースト / 魔力ブースト","F-J","J-L","","","","","","","","",""
"センカ","シムルグ","31","原種","1","シードハウザー / スウィング / テラーコール / ハードブロウ / バードサンクチュアリ","戦いのエール","H-J","","","","","","","","","",""
"センカ","ワイバーン","29","亜種1","1","スパイクテイル / チャージ / ベノムスティング / ラーヴァフロウ / 光の刻印","戦いのエール / 攻撃ブースト","H-J","","","","","","","","","",""
"センカ","ゴフン","24","原種","1","のしかかり / ガッシマ / ニグラーヌ","守りのミンネ / 防御ブースト","J-L","","","","","","","","","",""
"ウェェ","オールドワン2号","38","原種","9","ウィンドボルト / グリムシャドウ / ダークボルト / デルバイス / ミラーズ","ミラージュ / リジェネレイト / リフレクション","A-B","A-C","A-F","A-G","A-H","A-I","A-J","A-K","A-L","",""
"ウェェ","ナイトメア","35","亜種2","9","アースクェイク / カロウシブスピット / クリティカルスパイク / スリープクラウド / 挑発","リジェネレイト / リフレクション","A-B","A-C","A-F","A-G","A-H","A-I","A-J","A-K","A-L","",""
"ウェェ","エアリエル","24","原種","9","ウィンドボルト / テンペスト / ベノムスクラッチ / 水流","クィックオーダー / リフレクション","A-B","A-C","A-F","A-G","A-H","A-I","A-J","A-K","A-L","",""
"ウェェ","オールドワン1号","27","原種","9","ウィンドボルト / デルバイス / ヒーリング / ミラーズ","心の壁 / 心の棘","A-B","A-C","A-F","A-G","A-H","A-I","A-J","A-K","A-L","",""
"ウェェ","スターヴァンパイア","18","原種","2","アンガドーリエラ / イートアライブ / エナジードレイン","心の壁 / 攻撃ブースト","A-D","A-E","","","","","","","","",""
"ウェェ","反射ラベンダードラゴン","23","原種","2","ダブルアタック / ハードブロウ / 夢の終わり","守りのミンネ / 防御ブースト","A-D","A-E","","","","","","","","",""
"ウェェ","スキュラ","29","原種","2","アイスランス / スリートストーム / スリープクラウド","エンジェリックウィング","A-D","A-E","","","","","","","","",""
"ウェェ","セイレン","33","原種","2","グリムシャドウ / シールド / ヒーリング / 悪魔のトリル","敏捷ブースト","A-D","A-E","","","","","","","","",""
"なまはる","ブラスドラゴン","22","亜種2","2","イーグルアイ / ダブルアタック / ドラゴンスケイル / ファイアブレス","コールドバリア / 命中ブースト","A-D","D-K","","","","","","","","",""
"なまはる","ハイドラ","24","原種","2","イーグルアイ / エイミング / ダブルアタック / ラーヴァフロウ","命中ブースト / 守りのミンネ","A-D","D-K","","","","","","","","",""
"なまはる","ペリュトン","19","原種","2","カラカス / シャドウスティール / ヒーリング / ファイアボルト / 滅びの翼","心の棘 / 魔力ブースト","A-D","D-K","","","","","","","","",""
"なまはる","グレムリン","32","原種","2","エルフショット / ハイドアウト / 風葬","レジストシール / レジストスリープ / レジストチャーム / 魔力ブースト","A-D","D-K","","","","","","","","",""
"なまはる","フラーユ","24","原種","9","セメタリーゲート / ヒヤデスウィンド / フォグ / リヴァイヴ / 狐火","","B-D","C-D","D-E","D-F","D-G","D-H","D-I","D-J","D-L","",""
"なまはる","エアリエル","28","原種","9","セメタリーゲート / テンペスト / ファストブレード / ペイルムーン / リヴァイヴ","守りのミンネ / 戦いのエール","B-D","C-D","D-E","D-F","D-G","D-H","D-I","D-J","D-L","",""
"なまはる","セイレン","40","亜種2","9","アウェイクニング / セメタリーゲート / ヒーリング / ペイルムーン / ポイズンクラウド / 悪魔のトリル / 狐火","クィックオーダー","B-D","C-D","D-E","D-F","D-G","D-H","D-I","D-J","D-L","",""
"なまはる","サキュバス","32","亜種1","9","サクション / スタンダールシンドローム / スノウストーム / テンプテイション / フォグ / リヴァイヴ","コールドアシスト / 予習復習","B-D","C-D","D-E","D-F","D-G","D-H","D-I","D-J","D-L","",""
"☆新九郎☆","ブラスドラゴン (1)","39","原種","11","ダブルアタック / チャージ / テラーコール / ドラゴンスケイル / ハードブロウ / ファイアブレス / ホースベイン / 魔性の囁き","エンジェリックウィング / コールドアシスト / ミラージュ / 命中ブースト / 守りのミンネ / 戦いのエール","A-L","B-L","C-L","D-L","E-L","F-L","G-L","H-L","I-L","J-L","K-L"
"☆新九郎☆","ブラスドラゴン (2)","35","原種","7","ダブルアタック / チャージ / ドラゴンスケイル / ハードブロウ / ファイアブレス","守りのミンネ / 戦いのエール","A-L","C-L","E-L","G-L","H-L","I-L","J-L","","","",""
"☆新九郎☆","ハイドラ","37","原種","7","ダブルアタック / ベノムスティング / ラーヴァフロウ / 狐火 / 誘い受け","エンジェリックウィング / コールドアシスト / ハートオブオーシャン / レジストバインド / レジストポイズン","A-L","B-L","D-L","F-L","H-L","J-L","K-L","","","",""
"☆新九郎☆","アルルーナ","20","原種","3","エンジェルダスト / ブラッドスティール / ラストシュリーク","ミラージュ / 魔力ブースト","A-L","B-L","D-L","","","","","","","",""
"☆新九郎☆","オールドワン","36","原種","8","グリムシャドウ / グロウス / スリープクラウド / デルバイス / ミラーズ","ミラージュ / 命中ブースト","B-L","C-L","D-L","E-L","F-L","G-L","I-L","K-L","","",""
"☆新九郎☆","スノウ","41","亜種2","6","アイスボール / スノウストーム / スリートストーム / ヒーリング / 氷の花","ミラージュ / 魔力ブースト","C-L","E-L","F-L","G-L","I-L","K-L","","","","",""
"☆新九郎☆","エアリエル","23","原種","2","コールドボルト / ストームワーニング / テンペスト","ミラージュ / 魔力ブースト","H-L","J-L","","","","","","","","",""
"いも","フラーユ","26","原種","11","アイスランス / ヒヤデスウィンド / ヒーリング","ハートオブフレイム / フレイムアシスト / 魔力ブースト","A-F","B-F","C-F","D-F","E-F","F-G","F-H","F-I","F-J","F-K","F-L"
"いも","サキュバス","22","亜種1","11","サクション / スタンダールシンドローム / テンプテイション / ブラッドスティール / ペイルムーン","ハートオブフレイム / リジェネレイト / 心の棘","A-F","B-F","C-F","D-F","E-F","F-G","F-H","F-I","F-J","F-K","F-L"
"いも","エアリエル","37","原種","11","アイスランス / ウィンドボルト / セメタリーゲート / テンペスト / フェアリーエイド","ハートオブウィンド / ミラージュ","A-F","B-F","C-F","D-F","E-F","F-G","F-H","F-I","F-J","F-K","F-L"
"いも","光のベール","19","亜種2","8","アイスボール / ヘイルショット / 光のベール","レジストバインド","A-F","B-F","D-F","F-H","F-I","F-J","F-K","F-L","","",""
"いも","セイレン","26","亜種1","3","アウェイクニング / ヒーリング / 悪魔のトリル","ハートオブフレイム / ミラージュ","C-F","E-F","F-G","","","","","","","",""
"まる","ダークヤング","30","亜種2","8","イボニーシード / ガッシマ / ダブルアタック","戦いのエール","A-K","B-K","C-K","E-K","G-K","I-K","J-K","K-L","","",""
"まる","アークディスプレイサー","44","原種","11","エイミング / ソリッドファントム / ハードブロウ / ホロウワールド","","A-K","B-K","C-K","D-K","E-K","F-K","G-K","H-K","I-K","J-K","K-L"
"まる","スノウ","23","亜種1","11","ウィンドボルト / スノウストーム / スリートストーム","守りのミンネ / 防御ブースト","A-K","B-K","C-K","D-K","E-K","F-K","G-K","H-K","I-K","J-K","K-L"
"まる","セイレン","46","亜種2","11","ダークボルト / ルビーライト / 悪魔のトリル / 魔性の囁き","レジストペトリ","A-K","B-K","C-K","D-K","E-K","F-K","G-K","H-K","I-K","J-K","K-L"
"まる","キャペルウェイト","28","亜種2","3","シャドウレイド / ダブルアタック / フラッシュファイア","リフレクション","D-K","F-K","H-K","","","","","","","",""
"DC","ジャベリン","27","亜種1","10","エルフショット / グリムシャドウ / ジャベリン / チャフ","魔力ブースト","A-C","B-C","C-D","C-E","C-F","C-G","C-H","C-I","C-K","C-L",""
"DC","ダークヤング","19","原種","8","ガッシマ","防御ブースト","A-C","B-C","C-D","C-E","C-G","C-I","C-K","C-L","","",""
"DC","スノウ","21","原種","8","スノウストーム / ファイアボール / 氷の花","コールドアシスト / フレイムバリア / 命中ブースト","A-C","B-C","C-D","C-E","C-G","C-I","C-K","C-L","","",""
"DC","アイギス","15","原種","2","アイギスシールド / ランドスライド","心の壁","A-C","C-L","","","","","","","","",""
"DC","ショゴス","6","原種","5","テケリ・リ","クィックオーダー","B-C","C-E","C-G","C-I","C-K","","","","","",""
"DC","ワイバーン","32","亜種2","4","エイミング / ベノムスティング","クィックオーダー / 攻撃ブースト","C-D","C-F","C-H","C-J","","","","","","",""
"DC","ハイドラ","5","原種","3","ラーヴァフロウ","フレイムバリア / 攻撃ブースト","C-F","C-H","C-J","","","","","","","",""
"DC","セイレン","6","亜種2","3","悪魔のトリル","レジストシック / 予習復習 / 魔力ブースト","C-F","C-H","C-J","","","","","","","",""
"DC","クン・アヌン","20","原種","1","バーニングレイジ / ファイアランス","クィックオーダー","C-J","","","","","","","","","",""
"のあ","ワイバーン (1)","14","亜種1","7","ダブルアタック / ベノムスティング / 光の刻印","クィックオーダー / 戦いのエール / 防御ブースト","A-I","B-I","C-I","D-I","E-I","G-I","I-K","","","",""
"のあ","ワイバーン (2)","14","亜種1","6","ウォークライ / ダブルアタック / ハードブロウ / ベノムスティング","心の棘 / 攻撃ブースト","A-I","C-I","D-I","E-I","G-I","I-K","","","","",""
"のあ","ワイバーン (3)","9","亜種1","1","ウォークライ","心の棘 / 攻撃ブースト","B-I","","","","","","","","","",""
"のあ","フォトケミ","27","原種","10","エルフショット / フォトケミカルスモッグ / ワインクラウド / 闇のベール","心の棘 / 魔力ブースト","A-I","B-I","C-I","D-I","E-I","G-I","H-I","I-J","I-K","I-L",""
"のあ","セイレン","26","原種","11","アウェイクニング / コールドボルト / ヒーリング / ファイアボルト / ファイアボール / 悪魔のトリル","リフレクション / レジストポイズン / 魔力ブースト","A-I","B-I","C-I","D-I","E-I","F-I","G-I","H-I","I-J","I-K","I-L"
"のあ","ハイドラ","29","原種","4","スウィング / ダブルアタック / チャージ / ラーヴァフロウ","戦いのエール / 防御ブースト","F-I","H-I","I-J","I-L","","","","","","",""
"のあ","ブラスドラゴン","23","原種","4","ダブルアタック / ファイアブレス / ランドスライド","心の棘 / 攻撃ブースト","F-I","H-I","I-J","I-L","","","","","","",""
"のあ","スキュラ","28","亜種1","1","コールドウェーブ","心の棘 / 魔力ブースト","F-I","","","","","","","","","",""
