"player","monster","level","variant","出場回数","A(アクティブ)","P(コンパニオン)","match01","match02","match03","match04","match05","match06","match07","match08","match09","match10","match11"
"はやて","シムルグ","24","原種","11","くすぐり / エイミング / ハードブロウ / バードサンクチュアリ","リジェネレイト","A-E","B-E","C-E","D-E","E-F","E-G","E-H","E-I","E-J","E-K","E-L"
"はやて","シルバードラゴン","22","原種","9","アイスブレス / コールドボルト / ダブルアタック / ヒーリング / ベノムスクラッチ","ディレイオーダー","A-E","B-E","C-E","D-E","E-F","E-G","E-I","E-J","E-L","",""
"はやて","クン・アヌン","25","亜種2","11","ウィンドボルト / ダークボルト / ヒーリング / ファイアランス / 狐火","ハートオブオーシャン / リフレクション / 心の壁 / 魔力ブースト","A-E","B-E","C-E","D-E","E-F","E-G","E-H","E-I","E-J","E-K","E-L"
"はやて","ドール","21","原種","11","アムネジア / アースクェイク / カロウシブスピット","ディレイオーダー / 心の棘 / 攻撃ブースト","A-E","B-E","C-E","D-E","E-F","E-G","E-H","E-I","E-J","E-K","E-L"
"はやて","ナイトメア","20","原種","2","スリープクラウド / ヒーリング","ディレイオーダー","E-H","E-K","","","","","","","","",""
"ひのこ","ワイバーン","26","亜種2","11","スパイクテイル / ハードブロウ / ベノムスティング / 光の刻印","セントリー","A-C","B-C","C-D","C-E","C-F","C-G","C-H","C-I","C-J","C-K","C-L"
"ひのこ","ハイドラ","15","原種","3","ペトロガス / ラーヴァフロウ / 誘い受け / 超低周波","セントリー / ハートオブオーシャン","A-C","C-E","C-L","","","","","","","",""
"ひのこ","フラーユ","15","原種","11","セメタリーゲート / ヒーリング / ファイアボール / 春の雨 / 狐火","魔力ブースト","A-C","B-C","C-D","C-E","C-F","C-G","C-H","C-I","C-J","C-K","C-L"
"ひのこ","モーラ","19","亜種1","11","グリムシャドウ / ダークボルト / ヒーリング / ブラッドスティール / ペイルムーン","ミラージュ / 命中ブースト / 心の壁 / 心の棘","A-C","B-C","C-D","C-E","C-F","C-G","C-H","C-I","C-J","C-K","C-L"
"ひのこ","ナイトメア","24","亜種1","8","スリープクラウド / ダブルアタック / チャージ / ハードブロウ","セントリー / ハートオブオーシャン","B-C","C-D","C-F","C-G","C-H","C-I","C-J","C-K","","",""
"暇つぶし2025年","フライングポリープ","19","亜種2","11","イーヴルフルート / ダブルアタック / チャージ","命中ブースト / 守りのミンネ","A-I","B-I","C-I","D-I","E-I","F-I","G-I","H-I","I-J","I-K","I-L"
"暇つぶし2025年","ショゴス","16","亜種1","11","テケリ・リ","コールドアシスト / 敏捷ブースト","A-I","B-I","C-I","D-I","E-I","F-I","G-I","H-I","I-J","I-K","I-L"
"暇つぶし2025年","モーラ","20","亜種2","11","ブラッドスティール / リベレイション","命中ブースト","A-I","B-I","C-I","D-I","E-I","F-I","G-I","H-I","I-J","I-K","I-L"
"暇つぶし2025年","スキュラ","26","原種","11","アイスボール / アイスランス / ウィンドボルト / フラッシュファイア","敏捷ブースト / 魔力ブースト","A-I","B-I","C-I","D-I","E-I","F-I","G-I","H-I","I-J","I-K","I-L"
"さこ","シャンタク鳥","36","原種","11","のしかかり / スウィング / テラーコール / 踏みつけ","戦いのエール / 攻撃ブースト","A-B","B-C","B-D","B-E","B-F","B-G","B-H","B-I","B-J","B-K","B-L"
"さこ","キャペルウェイト","44","原種","9","シャドウレイド / フラッシュファイア","守りのミンネ","A-B","B-C","B-D","B-E","B-F","B-G","B-H","B-J","B-L","",""
"さこ","モーラ (1)","38","原種","8","ダークボルト / ブラッドスティール / リベレイション","心の壁 / 魔力ブースト","A-B","B-C","B-D","B-E","B-F","B-H","B-J","B-L","","",""
"さこ","モーラ (2)","38","原種","1","ウィンドボルト / エルフショット / リベレイション","心の壁 / 魔力ブースト","B-G","","","","","","","","","",""
"さこ","ルサルカ","30","原種","9","コールドボルト / ヒーリング","","A-B","B-C","B-D","B-E","B-F","B-G","B-H","B-J","B-L","",""
"さこ","ワイバーン","15","亜種2","2","イートアライブ / ダブルアタック / ベノムスティング","戦いのエール","B-I","B-K","","","","","","","","",""
"さこ","スノウ","11","亜種1","2","アムネジア / スノウストーム / ファイアボルト","レジストバインド","B-I","B-K","","","","","","","","",""
"さこ","ウルタールの猫","5","亜種2","2","フライト","フレイムアシスト","B-I","B-K","","","","","","","","",""
"おさー","シムルグ","16","原種","3","アウターキラー / バードサンクチュアリ / 超低周波","命中ブースト","A-B","A-C","A-D","","","","","","","",""
"おさー","ブラスドラゴン","29","原種","11","イートアライブ / スウィング / チャージ / ファイアブレス","レジストチャーム / 命中ブースト","A-B","A-C","A-D","A-E","A-F","A-G","A-H","A-I","A-J","A-K","A-L"
"おさー","ペイルムーン","17","亜種1","11","ヒーリング / ブラッドスティール / ペイルムーン","コールドアシスト / レジストペトリ / 敏捷ブースト / 防御ブースト","A-B","A-C","A-D","A-E","A-F","A-G","A-H","A-I","A-J","A-K","A-L"
"おさー","グレムリン","21","原種","11","ヒーリング / 光の楔 / 風葬","心の壁 / 魔力ブースト","A-B","A-C","A-D","A-E","A-F","A-G","A-H","A-I","A-J","A-K","A-L"
"サドンデス","ワンプ","16","亜種2","6","セメタリーゲート","フレイムバリア / レジストスリープ / 命中ブースト","A-F","C-F","F-H","F-I","F-J","F-L","","","","",""
"サドンデス","キャペルウェイト","18","原種","6","フラッシュファイア","地味づくり / 防御ブースト","A-F","C-F","F-H","F-I","F-J","F-L","","","","",""
"サドンデス","カーバンクル","18","亜種1","6","ルビーライト","レジストスリープ / レジストフィアー / 予習復習","A-F","C-F","F-H","F-I","F-J","F-L","","","","",""
"サドンデス","サキュバス","19","原種","6","テンプテイション","レジストポイズン / 値踏み","A-F","C-F","F-H","F-I","F-J","F-L","","","","",""
"サドンデス","ペリュトン","15","原種","5","滅びの翼","フレイムバリア / レジストスリープ / 防御ブースト","B-F","D-F","E-F","F-G","F-K","","","","","",""
"サドンデス","ジャバウォック","26","原種","5","ハードブロウ","命中ブースト / 地味づくり","B-F","D-F","E-F","F-G","F-K","","","","","",""
"サドンデス","ケット・シー","30","原種","3","ファストブレード","レジストスリープ / 予習復習","B-F","D-F","F-K","","","","","","","",""
"サドンデス","コカドリーユ","33","亜種1","5","ペトロガス","レジストフィアー / レジストポイズン / 予習復習","B-F","D-F","E-F","F-G","F-K","","","","","",""
"サドンデス","モスマン","30","原種","2","グリムシャドウ","値踏み","E-F","F-G","","","","","","","","",""
"動白骨","ハイドラ","24","原種","11","ハードブロウ / ラーヴァフロウ / 誘い受け","命中ブースト","A-H","B-H","C-H","D-H","E-H","F-H","G-H","H-I","H-J","H-K","H-L"
"動白骨","ラプシヌプルクル","19","原種","11","火葬 / 熱傷","レジストチャーム / 命中ブースト / 攻撃ブースト","A-H","B-H","C-H","D-H","E-H","F-H","G-H","H-I","H-J","H-K","H-L"
"動白骨","グレムリン","18","原種","11","ウィンドボルト / コールドボルト / 風葬","魔力ブースト","A-H","B-H","C-H","D-H","E-H","F-H","G-H","H-I","H-J","H-K","H-L"
"動白骨","セイレン","23","原種","11","イーヴルフルート / ファイアボルト / 悪魔のトリル / 氷葬","心の棘","A-H","B-H","C-H","D-H","E-H","F-H","G-H","H-I","H-J","H-K","H-L"
