"player","monster","level","variant","出場回数","A(アクティブ)","P(コンパニオン)","match01","match02","match03","match04","match05","match06","match07","match08","match09","match10","match11"
"ひーちゃん","フライングポリープ","13","亜種1","8","イーヴルフルート / ツイスター","プロヴィデンス","A-E","B-E","C-E","E-G","E-I","E-J","E-K","E-L","","",""
"ひーちゃん","フラーユ","5","原種","8","春の雨","魔力ブースト","A-E","B-E","C-E","E-G","E-I","E-J","E-K","E-L","","",""
"ひーちゃん","ペリュトン","31","原種","3","シャドウスティール / 滅びの翼","防御ブースト","D-E","E-F","E-I","","","","","","","",""
"ひーちゃん","スキュラ","21","亜種2","3","アイスランス","魔力ブースト","D-E","E-F","E-H","","","","","","","",""
"ひーちゃん","セルキー","41","亜種1","3","水流","防御ブースト","D-E","E-F","E-H","","","","","","","",""
"ひーちゃん","ペリュトンA","31","原種","1","シャドウスティール / 滅びの翼","防御ブースト","E-H","","","","","","","","","",""
"ひーちゃん","ナイトメア","30","亜種2","1","挑発","防御ブースト","E-I","","","","","","","","","",""
"ひーちゃん","ナイトメアA","20","原種","1","スリープクラウド","防御ブースト","E-J","","","","","","","","","",""
"ひーちゃん","グリフィンA","13","亜種1","1","チャージ","防御ブースト","E-L","","","","","","","","","",""
"dys","エアリエル","11","原種","11","テンペスト","攻撃ブースト","A-I","B-I","C-I","D-I","E-I","F-I","G-I","H-I","I-J","I-K","I-L"
"dys","スキュラ","16","亜種1","10","アイスランス","防御ブースト","A-I","B-I","C-I","D-I","E-I","F-I","G-I","H-I","I-J","I-L",""
"dys","アルルーナ","16","原種","10","エンジェルダスト","攻撃ブースト","A-I","B-I","C-I","D-I","E-I","F-I","G-I","H-I","I-K","I-L",""
"dys","スノウ","10","亜種1","10","スノウストーム","レジストシール","A-I","C-I","D-I","E-I","F-I","G-I","H-I","I-J","I-K","I-L",""
"dys","スノウB","10","亜種1","1","スノウストーム","レジストシール","B-I","","","","","","","","","",""
"dys","アルルーナA","14","原種","1","エンジェルダスト","攻撃ブースト","I-J","","","","","","","","","",""
"dys","スキュラA","15","亜種1","1","アイスランス","防御ブースト","I-K","","","","","","","","","",""
"動白骨","ハイドラ","22","原種","10","ハードブロウ / ラーヴァフロウ / 誘い受け","命中ブースト","A-F","B-F","C-F","D-F","E-F","F-G","F-I","F-J","F-K","F-L",""
"動白骨","ラプシヌプルクル","16","原種","10","火葬 / 熱傷","命中ブースト / 攻撃ブースト","A-F","B-F","C-F","D-F","E-F","F-G","F-I","F-J","F-K","F-L",""
"動白骨","グレムリン","14","原種","11","ウィンドボルト / 風葬","魔力ブースト","A-F","B-F","C-F","D-F","E-F","F-G","F-H","F-I","F-J","F-K","F-L"
"動白骨","セイレン","19","原種","11","イーヴルフルート / ファイアボルト / 悪魔のトリル","心の棘","A-F","B-F","C-F","D-F","E-F","F-G","F-H","F-I","F-J","F-K","F-L"
"動白骨","ハイドラA","22","原種","1","ハードブロウ / ラーヴァフロウ / 誘い受け","命中ブースト","F-H","","","","","","","","","",""
"動白骨","ラプシヌプルクルA","15","原種","1","火葬 / 熱傷","命中ブースト / 攻撃ブースト","F-H","","","","","","","","","",""
"Jun","シルバードラゴン","12","原種","6","アイスブレス","命中ブースト / 攻撃ブースト","A-D","B-D","D-F","D-G","D-H","D-K","","","","",""
"Jun","アンクー","31","原種","6","デスサイズ / パンデミック","魔力ブースト","A-D","B-D","D-F","D-G","D-H","D-K","","","","",""
"Jun","スノウ","13","原種","4","スノウストーム","コールドアシスト / 魔力ブースト","A-D","D-F","D-H","D-K","","","","","","",""
"Jun","スターヴァンパイア","21","原種","6","アンガドーリエラ / エナジードレイン","防御ブースト","A-D","B-D","D-F","D-G","D-H","D-K","","","","",""
"Jun","スノウB","12","原種","1","スノウストーム","魔力ブースト","B-D","","","","","","","","","",""
"Jun","パズズ","12","原種","6","デルタスラッシュ / 超低周波","レジストフィアー / 値踏み / 命中ブースト","C-D","D-E","D-G","D-I","D-J","D-L","","","","",""
"Jun","ハイドラ","20","原種","4","ラーヴァフロウ","レジストポイズン / 戦いのエール","C-D","D-E","D-J","D-L","","","","","","",""
"Jun","フェニックス","23","亜種1","4","ファイアボルト / リヴァイヴ","魔力ブースト","C-D","D-E","D-I","D-L","","","","","","",""
"Jun","グレムリン","30","原種","4","風葬","魔力ブースト","C-D","D-E","D-I","D-L","","","","","","",""
"Jun","ショゴス","4","原種","1","テケリ・リ","コールドバリア","D-I","","","","","","","","","",""
"Jun","フェニックスA","22","亜種1","1","ファイアボルト / リヴァイヴ","魔力ブースト","D-J","","","","","","","","","",""
"Jun","エルフ","6","原種","1","エルフショット","魔力ブースト","D-J","","","","","","","","","",""
"calka","ドール","14","原種","11","アースクェイク","防御ブースト","A-L","B-L","C-L","D-L","E-L","F-L","G-L","H-L","I-L","J-L","K-L"
"calka","グリフィン","15","亜種1","10","チャージ","攻撃ブースト","A-L","B-L","C-L","D-L","F-L","G-L","H-L","I-L","J-L","K-L",""
"calka","モーラ","17","原種","9","ブラッドスティール","敏捷ブースト","A-L","C-L","D-L","E-L","F-L","G-L","H-L","I-L","K-L","",""
"calka","ヤン・ガン・イ・タン","33","亜種1","10","ファイアボール","敏捷ブースト","A-L","B-L","C-L","D-L","E-L","F-L","G-L","H-L","I-L","J-L",""
"calka","モーラB","17","原種","2","ブラッドスティール","敏捷ブースト","B-L","J-L","","","","","","","","",""
"calka","グリフィンB","12","亜種1","1","チャージ","攻撃ブースト","E-L","","","","","","","","","",""
"calka","ヤン・ガン・イ・タンB","32","亜種1","1","ファイアボール","敏捷ブースト","K-L","","","","","","","","","",""
"セリン","シャンタク鳥","14","原種","11","エイミング / スウィング","命中ブースト","A-B","A-C","A-D","A-E","A-F","A-G","A-H","A-I","A-J","A-K","A-L"
"セリン","クン・アヌンA","13","原種","3","ファイアランス","心の壁","A-B","A-G","A-H","","","","","","","",""
"セリン","モスマン","18","原種","11","グリムシャドウ / チャフ","レジストシール","A-B","A-C","A-D","A-E","A-F","A-G","A-H","A-I","A-J","A-K","A-L"
"セリン","ビヤーキー","14","原種","11","ウィンドボルト / ファストストライク","リフレクション","A-B","A-C","A-D","A-E","A-F","A-G","A-H","A-I","A-J","A-K","A-L"
"セリン","クン・アヌン","13","原種","6","ファイアランス","心の壁","A-C","A-D","A-E","A-F","A-I","A-L","","","","",""
"セリン","ショゴス","2","原種","2","テケリ・リ","心の壁","A-J","A-K","","","","","","","","",""
"ウメタロス","クン・アヌン","18","原種","8","ファイアランス","防御ブースト","A-K","C-K","D-K","E-K","F-K","I-K","J-K","K-L","","",""
"ウメタロス","カシャ","13","亜種2","11","狐火","戦いのエール / 攻撃ブースト","A-K","B-K","C-K","D-K","E-K","F-K","G-K","H-K","I-K","J-K","K-L"
"ウメタロス","ヤン・ガン・イ・タン","30","原種","10","ファイアボール","命中ブースト","A-K","B-K","C-K","D-K","E-K","F-K","G-K","H-K","I-K","J-K",""
"ウメタロス","スキュラ","11","原種","10","アイスランス","カウンター / 攻撃ブースト","A-K","B-K","C-K","D-K","E-K","F-K","G-K","H-K","J-K","K-L",""
"ウメタロス","クン・アヌンB","18","原種","3","ファイアランス","防御ブースト","B-K","G-K","H-K","","","","","","","",""
"ウメタロス","スキュラB","11","原種","1","アイスランス","カウンター / 攻撃ブースト","I-K","","","","","","","","","",""
"ウメタロス","ヤン・ガン・イ・タンA","30","原種","1","ファイアボール","命中ブースト","K-L","","","","","","","","","",""
"ゼノン","ブラスドラゴン","12","原種","11","チャージ / ハードブロウ / ファイアブレス","フレイムアシスト / フレイムバリア","A-G","B-G","C-G","D-G","E-G","F-G","G-H","G-I","G-J","G-K","G-L"
"ゼノン","クン・アヌンB","12","亜種2","2","エイミング / テラーコール / ファイアランス","フレイムアシスト / 魔力ブースト","A-G","B-G","","","","","","","","",""
"ゼノン","ワンプ","10","原種","8","セメタリーゲート","魔力ブースト","A-G","C-G","E-G","G-H","G-I","G-J","G-K","G-L","","",""
"ゼノン","ルサルカ","14","原種","11","グリムシャドウ / ファイアボール / フラッド / 狐火","レジストチャーム","A-G","B-G","C-G","D-G","E-G","F-G","G-H","G-I","G-J","G-K","G-L"
"ゼノン","フェアリードラゴン","6","原種","3","アイスボール / 光のベール","魔力ブースト","B-G","D-G","F-G","","","","","","","",""
"ゼノン","クン・アヌン","12","亜種2","7","エイミング / テラーコール / ファイアランス","フレイムアシスト / 魔力ブースト","C-G","D-G","E-G","F-G","G-I","G-J","G-L","","","",""
"ゼノン","クン・アヌンA","10","亜種2","2","ファイアランス","フレイムアシスト / 魔力ブースト","G-H","G-K","","","","","","","","",""
"しょぼるん","ハイドラ","4","亜種2","10","ラーヴァフロウ","攻撃ブースト","A-H","B-H","C-H","D-H","E-H","G-H","H-I","H-J","H-K","H-L",""
"しょぼるん","ラプシヌプルクル","1","原種","10","火葬","","A-H","B-H","C-H","D-H","E-H","G-H","H-I","H-J","H-K","H-L",""
"しょぼるん","ペリュトン","7","原種","10","滅びの翼","","A-H","B-H","C-H","D-H","F-H","G-H","H-I","H-J","H-K","H-L",""
"しょぼるん","クン・アヌンB","7","亜種1","3","ファイアランス","","A-H","B-H","G-H","","","","","","","",""
"しょぼるん","クン・アヌン","7","亜種1","7","ファイアランス","","C-H","D-H","E-H","F-H","H-I","H-J","H-L","","","",""
"しょぼるん","ペリュトンB","7","原種","1","滅びの翼","","E-H","","","","","","","","","",""
"しょぼるん","ハイドラB","4","亜種2","1","ラーヴァフロウ","攻撃ブースト","F-H","","","","","","","","","",""
"しょぼるん","ラプシヌプルクルB","1","原種","1","火葬","","F-H","","","","","","","","","",""
"しょぼるん","クン・アヌンA","7","亜種1","1","ファイアランス","","H-K","","","","","","","","","",""
"ゆき","オールドワン","3","原種","11","ミラーズ","","A-B","B-C","B-D","B-E","B-F","B-G","B-H","B-I","B-J","B-K","B-L"
"ゆき","クン・アヌンB","3","亜種2","1","ファイアランス","","A-B","","","","","","","","","",""
"ゆき","スノウ","4","原種","9","スノウストーム","","A-B","B-C","B-E","B-F","B-G","B-H","B-J","B-K","B-L","",""
"ゆき","モーラ","4","原種","10","ブラッドスティール","","A-B","B-C","B-D","B-E","B-F","B-G","B-H","B-I","B-J","B-K",""
"ゆき","クン・アヌン","3","亜種2","7","ファイアランス","","B-C","B-D","B-E","B-F","B-I","B-J","B-L","","","",""
"ゆき","スノウA","4","原種","2","スノウストーム","","B-D","B-I","","","","","","","","",""
"ゆき","クン・アヌンA","3","亜種2","3","ファイアランス","","B-G","B-H","B-K","","","","","","","",""
"ゆき","モーラA","4","原種","1","ブラッドスティール","","B-L","","","","","","","","","",""
