"player","monster","level","variant","出場回数","A(アクティブ)","P(コンパニオン)","match01","match02","match03","match04","match05","match06","match07","match08","match09","match10","match11"
"イマクロ","ハイドラ","70","原種","8","アースクェイク / ウォークライ / スタンピード / ブラッドセイバー / ラーヴァフロウ","ハートオブウィンド / リフレクション / 守りのミンネ / 戦いのエール","A-B","A-D","A-E","A-G","A-H","A-I","A-J","A-K","","",""
"イマクロ","フラーユ","42","原種","1","闇のベール / 闇の楔","リジェネレイト / 守りのミンネ","A-B","","","","","","","","","",""
"イマクロ","エアリエル (1)","70","原種","3","セメタリーゲート / テンペスト / フェアリーエイド / 光の楔 / 悪魔のトリル","レジストシック / レジストスリープ / 心の棘 / 戦いのエール / 魔力ブースト","A-B","A-F","A-L","","","","","","","",""
"イマクロ","エアリエル (2)","53","原種","1","テンペスト / ペイルムーン / 光のベール","コールドアシスト / 敏捷ブースト","A-C","","","","","","","","","",""
"イマクロ","エアリエル (3)","49","原種","1","ウィンドボルト / エンジェルダスト","敏捷ブースト","A-C","","","","","","","","","",""
"イマクロ","ルサルカ (1)","59","原種","1","フサリア / 炎の刻印","フレイムアシスト / ミラージュ","A-C","","","","","","","","","",""
"イマクロ","ルサルカ (2)","70","原種","2","アイスランス / セメタリーゲート / 光のベール","ハートオブフレイム / レジストシック / レジストスリープ","A-F","A-L","","","","","","","","",""
"イマクロ","サキュバス (1)","47","原種","2","テンプテイション / ブラッドスティール / ペイルムーン","エンジェリックウィング / ハートオブマーブル / ミラージュ / リフレクション","A-C","A-I","","","","","","","","",""
"イマクロ","サキュバス (2)","47","原種","1","アウェイクニング / クルセイド / ヒヤデスウィンド / ペイルムーン / 光の楔","エンジェリックウィング / 守りのミンネ","A-H","","","","","","","","","",""
"イマクロ","ブラスドラゴン","70","原種","7","アウターキラー / アースクェイク / ウォークライ / ブラッドセイバー / ラーヴァフロウ","エンジェリックウィング / リジェネレイト / リフレクション / 守りのミンネ / 戦いのエール","A-D","A-E","A-G","A-H","A-I","A-J","A-K","","","",""
"イマクロ","シムルグ","70","原種","5","キャンセレイション / テンペスト / ドラゴニックロア / 光のベール / 炎の楔","ハートオブウィンド / リジェネレイト / リフレクション / レジストバインド / 守りのミンネ / 戦いのエール","A-D","A-E","A-G","A-J","A-K","","","","","",""
"イマクロ","ウルタールの猫","52","亜種1","4","エルフショット / パンデミック / フライト / 月光浴 / 炎の楔","エンジェリックウィング / ハートオブウィンド / リフレクション / 心の棘 / 魔力ブースト","A-D","A-E","A-J","A-K","","","","","","",""
"イマクロ","アークディスプレイサー","70","原種","2","スリープクラウド / セメタリーゲート / ホロウワールド","ハートオブウィンド / リフレクション / レジストシック / レジストスリープ","A-F","A-L","","","","","","","","",""
"イマクロ","ティンダロスハウンド","70","原種","2","ダブルアタック / チャージ / フェイズアウト / 光の刻印","レジストバインド","A-F","A-L","","","","","","","","",""
"イマクロ","ペリ","70","原種","3","キャンセレイション / トランキリティ / ポイズンクラウド / リヴァイヴ / 光の楔","ハートオブフレイム / リジェネレイト / リフレクション / 守りのミンネ","A-G","A-H","A-I","","","","","","","",""
"Lollypop","ハイドラ (1)","49","原種","10","アースクェイク / ダブルアタック / チャージ / ベノムスクラッチ / ラーヴァフロウ","カウンター / ミラージュ / リフレクション / 守りのミンネ / 戦いのエール","A-L","B-L","C-L","D-L","E-L","F-L","G-L","H-L","I-L","K-L",""
"Lollypop","ハイドラ (2)","50","亜種2","9","アースクェイク / スタンピード / チャージ / ペトロガス / ラーヴァフロウ","カウンター / ビーストクッキー / ミラージュ / リフレクション / 守りのミンネ / 戦いのエール","A-L","C-L","D-L","E-L","G-L","H-L","I-L","J-L","K-L","",""
"Lollypop","猫も可愛いね","37","亜種1","9","キャンセレイション / フライト / リヴァイヴ / 光のベール / 月光浴","クィックオーダー / ビーストクッキー / レジストシール / レジストバインド / 命中ブースト","A-L","C-L","D-L","E-L","G-L","H-L","I-L","J-L","K-L","",""
"Lollypop","小さな空の覇者","58","亜種1","7","クルセイド / スリープクラウド / バーニングレイジ / 光のベール / 光の楔","フレイムアシスト / フレイムバリア / リフレクション / 敏捷ブースト","A-L","B-L","C-L","D-L","E-L","F-L","I-L","","","",""
"Lollypop","うにょうにょ","58","亜種2","2","チャージ / トライペック / ホロウワールド","守りのミンネ / 戦いのエール","B-L","F-L","","","","","","","","",""
"Lollypop","ホブゴブリンキング","51","亜種2","2","ペイルムーン / リベレイション","エンジェリックウィング / ハートオブフレイム / ミラージュ / リジェネレイト","B-L","F-L","","","","","","","","",""
"Lollypop","シルバードラゴン (1)","43","原種","4","スリープクラウド / テンペスト / バーニングレイジ / ヒーリング / ファイアランス","フレイムアシスト / フレイムバリア / リフレクション / 敏捷ブースト","G-L","H-L","J-L","K-L","","","","","","",""
"Lollypop","シルバードラゴン (2)","13","亜種2","1","チャージ / ヒーリング","敏捷ブースト","J-L","","","","","","","","","",""
"けけけけ","アルルーナ","48","原種","8","アイスランス / エンジェルダスト / トランキリティ / ラストシュリーク / リヴァイヴ","守りのミンネ / 防御ブースト","A-I","C-I","E-I","F-I","G-I","H-I","I-J","I-L","","",""
"けけけけ","フラーユ","46","原種","7","アイスランス / フェアリーエイド / ペイルムーン / 桜花泡影","コールドアシスト / 敏捷ブースト","A-I","C-I","E-I","F-I","H-I","I-J","I-L","","","",""
"けけけけ","ペリ","48","亜種2","7","アウェイクニング / セメタリーゲート / ムーランルージュ / レーヴァテイン / 風葬","フレイムアシスト / フレイムバリア","A-I","C-I","E-I","F-I","H-I","I-J","I-L","","","",""
"けけけけ","ルサルカ (1)","51","原種","1","フラッド","心の棘 / 魔力ブースト","A-I","","","","","","","","","",""
"けけけけ","ルサルカ (2)","50","原種","6","ウィンターブラスト / フォグ / ペイルムーン","心の棘 / 魔力ブースト","C-I","E-I","F-I","H-I","I-J","I-L","","","","",""
"けけけけ","ダークヤング","55","原種","4","のしかかり / ガッシマ / スタンピード / ホロウワールド","戦いのエール / 攻撃ブースト","B-I","D-I","G-I","I-K","","","","","","",""
"けけけけ","ドール","51","原種","4","のしかかり / アースクェイク / カロウシブスピット / スタンピード","リジェネレイト / 戦いのエール","B-I","D-I","G-I","I-K","","","","","","",""
"けけけけ","グレムリン","36","原種","3","光の楔 / 闇の楔 / 風葬","心の壁 / 心の棘","B-I","D-I","I-K","","","","","","","",""
"けけけけ","オールドワン","48","原種","4","ミラーズ / ユロール / 光の楔 / 風葬","クィックオーダー","B-I","D-I","G-I","I-K","","","","","","",""
"ユウア","ドール (1)","46","原種","4","アースクェイク / スタンピード / チャージ / ハードブロウ / ブラッドセイバー","エンジェリックウィング / ハートオブオーシャン / 戦いのエール","A-H","D-H","G-H","H-J","","","","","","",""
"ユウア","ドール (2)","42","原種","3","アースクェイク / スタンピード / チャージ / ハードブロウ","エンジェリックウィング / ハートオブオーシャン","D-H","G-H","H-J","","","","","","","",""
"ユウア","アークディスプレイサー","59","原種","5","アンブッシュ / カラカス / ホロウワールド / 光のベール / 光の楔","エンジェリックウィング / リフレクション","A-H","D-H","G-H","H-J","H-L","","","","","",""
"ユウア","アトラク＝ナクア","39","亜種2","4","エンジェルダスト / ゴッサマーチェイン / トランキリティ / ミラーズ / ユロール","エンジェリックウィング / ミラージュ","A-H","D-H","G-H","H-J","","","","","","",""
"ユウア","ブラスドラゴン (1)","41","亜種1","3","スタンピード / チャージ / ハードブロウ / ブラッドセイバー","ハートオブフレイム / リジェネレイト / 守りのミンネ / 戦いのエール","B-H","E-H","F-H","","","","","","","",""
"ユウア","ブラスドラゴン (2)","35","亜種1","3","スタンピード / チャージ / ハードブロウ","ハートオブフレイム / リジェネレイト / 守りのミンネ / 戦いのエール","B-H","E-H","F-H","","","","","","","",""
"ユウア","パズズ","35","亜種1","1","スリープクラウド / ドラゴニックロア / 光の楔 / 月光浴","クィックオーダー","B-H","","","","","","","","","",""
"ユウア","シルバードラゴン","36","亜種1","1","クルセイド / サーチライト / ヒーリング","守りのミンネ / 防御ブースト","B-H","","","","","","","","","",""
"ユウア","フラーユ (1)","31","原種","2","アイスランス / セメタリーゲート / ペイルムーン","コールドアシスト / ハートオブフレイム / リジェネレイト / 敏捷ブースト","C-H","H-K","","","","","","","","",""
"ユウア","フラーユ (2)","26","原種","1","セメタリーゲート / ペイルムーン","コールドアシスト / 敏捷ブースト","C-H","","","","","","","","","",""
"ユウア","エアリエル","56","原種","5","セメタリーゲート / テンペスト / ヒーリング / ファイアランス / フェアリーエイド","クィックオーダー / ハートオブフレイム / 敏捷ブースト / 魔力ブースト","C-H","E-H","F-H","H-I","H-K","","","","","",""
"ユウア","サキュバス","45","亜種1","4","アウェイクニング / エルフショット / セメタリーゲート / 悪魔のトリル","クィックオーダー / ハートオブフレイム / 魔力ブースト","C-H","E-H","F-H","H-K","","","","","","",""
"ユウア","ダークヤング (1)","45","原種","2","ガッシマ / スタンピード / ブラッドセイバー","リフレクション / 守りのミンネ / 戦いのエール","H-I","H-L","","","","","","","","",""
"ユウア","ダークヤング (2)","40","原種","2","ガッシマ / スタンピード","カウンター / リフレクション / 守りのミンネ / 戦いのエール","H-I","H-L","","","","","","","","",""
"ユウア","ルサルカ","50","亜種2","1","ウィンターブラスト / スリープクラウド / フラッド","敏捷ブースト / 魔力ブースト","H-I","","","","","","","","","",""
"ユウア","オールドワン","51","亜種2","1","エルフショット / ミラーズ / ユロール / 悪魔のトリル","エンジェリックウィング / リフレクション","H-L","","","","","","","","","",""
"ClayClay","ハルドル","40","原種","9","アースクェイク / スキュアー / スタンピード / トライペック / ヒカップ / ランドスライド","ビーストクッキー / リジェネレイト / 守りのミンネ / 戦いのエール / 敏捷ブースト","A-E","B-E","C-E","D-E","E-F","E-H","E-J","E-K","E-L","",""
"ClayClay","アス","43","原種","9","アースクェイク / カロウシブスピット / シードハウザー / ダルバドーハ / ラーヴァフロウ","セントリー / ビーストクッキー / 守りのミンネ / 戦いのエール","A-E","B-E","C-E","D-E","E-F","E-H","E-J","E-K","E-L","",""
"ClayClay","シルバードラゴン","37","原種","9","カラカス / テンペスト / バーニングレイジ / 光のベール / 火葬","クィックオーダー / ビーストクッキー / フレイムアシスト / フレイムバリア / 守りのミンネ / 心の壁 / 悪目立ち","A-E","B-E","C-E","D-E","E-F","E-H","E-J","E-K","E-L","",""
"ClayClay","白夜庵","32","亜種1","9","カラカス / ディスペル / フライト / 光の楔 / 月光浴","クィックオーダー / ビーストクッキー / リジェネレイト / リフレクション / 守りのミンネ / 戦いのエール","A-E","B-E","C-E","D-E","E-F","E-H","E-J","E-K","E-L","",""
"ClayClay","アークディスプレイサー","44","原種","1","ヒカップ / ホロウワールド","リジェネレイト / 敏捷ブースト","E-G","","","","","","","","","",""
"ClayClay","イシュ","39","原種","2","アイスランス / ステイシス / ストームワーニング / スリートストーム / テンペスト","クィックオーダー / 守りのミンネ / 悪目立ち / 戦いのエール","E-G","E-I","","","","","","","","",""
"ClayClay","ハルテ","58","原種","2","アゼランザ / パンデミック / ヒヤデスウィンド / ファイアランス / 炎の刻印","クィックオーダー / 悪目立ち","E-G","E-I","","","","","","","","",""
"ClayClay","パティ","41","原種","2","エルフショット / ダイブ / ペイルムーン / ロッツオブラフ","クィックオーダー / 命中ブースト","E-G","E-I","","","","","","","","",""
"ClayClay","誰そ彼","35","亜種1","1","ダブルアタック / トライペック","命中ブースト / 戦いのエール","E-I","","","","","","","","","",""
"酒と泪","ハイドラ","70","原種","9","クァドラストライク / ラーヴァフロウ / 炎のベール / 誘い受け / 踏みつけ","エンジェリックウィング","A-D","B-D","C-D","D-F","D-G","D-H","D-I","D-J","D-K","",""
"酒と泪","オールドワン","64","原種","9","デルバイス / トランキリティ / ラストシュリーク","リフレクション / 防御ブースト","A-D","B-D","C-D","D-F","D-G","D-H","D-I","D-J","D-K","",""
"酒と泪","ドール (1)","64","亜種1","9","アースクェイク / カロウシブスピット / スカラド / ダルバドーハ / 炎の刻印","リジェネレイト / リフレクション","A-D","B-D","C-D","D-F","D-G","D-H","D-I","D-J","D-K","",""
"酒と泪","ドール (2)","44","亜種2","7","アースクェイク / ダルバドーハ / バインドグラスプ / 炎の楔 / 熱傷","リジェネレイト / 守りのミンネ","A-D","C-D","D-G","D-H","D-I","D-J","D-K","","","",""
"酒と泪","ドール (3)","43","亜種2","2","アースクェイク / バインドグラスプ / 炎の楔 / 熱傷","リジェネレイト / 守りのミンネ","B-D","D-F","","","","","","","","",""
"酒と泪","エアリエル","42","原種","1","ストームワーニング / バニシュ / フェアリーエイド","リフレクション / 魔力ブースト","D-E","","","","","","","","","",""
"酒と泪","ペリ","31","原種","1","パイロクラズム / ムーランルージュ / 夢の終わり","命中ブースト / 守りのミンネ","D-E","","","","","","","","","",""
"酒と泪","アルルーナ","37","原種","1","エンジェルダスト / トランキリティ / ラストシュリーク","ハートオブフレイム","D-E","","","","","","","","","",""
"酒と泪","ルサルカ","31","原種","1","ウィンターブラスト / フラッド / メイルストロム","攻撃ブースト / 防御ブースト","D-E","","","","","","","","","",""
"酒と泪","ダークヤング","55","原種","1","ファストブレード","","D-L","","","","","","","","","",""
"酒と泪","シルバードラゴン","31","原種","1","アイスブレス / ブリザード","ビーストクッキー","D-L","","","","","","","","","",""
"酒と泪","ブラスドラゴン","26","原種","1","ドラゴンスケイル","レジストシック / レジストチャーム","D-L","","","","","","","","","",""
"酒と泪","モーラ","44","亜種2","1","フラッド / ブラッドスティール / メイルストロム / リベレイション","エンジェリックウィング / セントリー","D-L","","","","","","","","","",""
"ハイジ","亜種2パズズ","37","亜種2","11","チャージ / デルタスラッシュ / ドラゴニックロア / バインドグラスプ / ベノムスティング","HPブースト / クィックオーダー / ミラージュ","A-J","B-J","C-J","D-J","E-J","F-J","G-J","H-J","I-J","J-K","J-L"
"ハイジ","通常パズズ","54","原種","11","チャージ / デルタスラッシュ / ドラゴニックロア / ハードブロウ / ベノムスティング","守りのミンネ","A-J","B-J","C-J","D-J","E-J","F-J","G-J","H-J","I-J","J-K","J-L"
"ハイジ","魔力ルサルカ","50","原種","11","アイスランス / ウィンターブラスト / スリートストーム / フラッド / ペイルムーン","エンジェリックウィング / 魔力ブースト","A-J","B-J","C-J","D-J","E-J","F-J","G-J","H-J","I-J","J-K","J-L"
"ハイジ","グレちゃん","37","亜種1","11","アウェイクニング / アムネジア / ウィンドボルト / ファイアランス / 風葬","HPブースト / クィックオーダー / ミラージュ","A-J","B-J","C-J","D-J","E-J","F-J","G-J","H-J","I-J","J-K","J-L"
"savekimo","フラーユ (1)","25","原種","7","ウィンドボルト / コールドボルト / ヒーリング","エンジェリックウィング / ハートオブウィンド / フレイムアシスト / 戦いのエール","A-C","C-E","C-G","C-I","C-J","C-K","C-L","","","",""
"savekimo","フラーユ (2)","25","原種","1","コールドボルト","エンジェリックウィング","C-H","","","","","","","","","",""
"savekimo","ハイドラ","48","原種","4","スウィング / ダブルアタック / チャージ / ハードブロウ / ラーヴァフロウ","戦いのエール","A-C","B-C","C-D","C-F","","","","","","",""
"savekimo","天然ペイル","16","原種","5","ブラッドスティール / ペイルムーン","守りのミンネ","A-C","C-E","C-G","C-I","C-K","","","","","",""
"savekimo","モーラ","30","亜種2","3","エルフショット / ヒーリング / ブラッドスティール","レジストスリープ / レジストチャーム","A-C","C-E","C-G","","","","","","","",""
"savekimo","ウルタールの猫","19","原種","3","ヒーリング / フライト / 月光浴","守りのミンネ","B-C","C-D","C-F","","","","","","","",""
"savekimo","覚醒済","20","亜種1","3","ヒーリング / ファイアボルト / 光の楔 / 風葬","","B-C","C-D","C-F","","","","","","","",""
"savekimo","ペリ","23","原種","3","パイロクラズム / ヒーリング / ムーランルージュ","HPブースト / クィックオーダー / レジストスリープ / レジストチャーム","C-E","C-G","C-L","","","","","","","",""
"savekimo","覚醒","17","原種","4","ベノムスティング / 光の刻印","レジストシック / レジストスリープ / 戦いのエール","C-H","C-I","C-J","C-K","","","","","","",""
"savekimo","ドール","28","原種","3","アースクェイク / チャージ","フレイムアシスト","C-H","C-J","C-L","","","","","","","",""
"savekimo","覚醒光べ","26","原種","5","アイスボール / 光のベール","レジストスリープ / レジストチャーム / レジストペトリ","C-H","C-I","C-J","C-K","C-L","","","","","",""
"やなぎかぜ","ワイバーン","37","亜種1","11","スパイクテイル / ダブルアタック / デルタスラッシュ / ベノムスティング","防寒布 / 防火布","A-B","B-C","B-D","B-E","B-F","B-G","B-H","B-I","B-J","B-K","B-L"
"やなぎかぜ","ドール","30","亜種2","11","アースクェイク / テラーコール / バインドグラスプ / ファストストライク / ベノムスティング","守りのミンネ / 攻撃ブースト","A-B","B-C","B-D","B-E","B-F","B-G","B-H","B-I","B-J","B-K","B-L"
"やなぎかぜ","F.S.M.","27","原種","11","ウィンドボルト / エルフショット / コールドボルト / ハスタリーザ","守りのミンネ","A-B","B-C","B-D","B-E","B-F","B-G","B-H","B-I","B-J","B-K","B-L"
"やなぎかぜ","グレムリン","37","原種","11","ウィンドボルト / エルフショット / ストーン / ダークボルト / 風葬","守りのミンネ","A-B","B-C","B-D","B-E","B-F","B-G","B-H","B-I","B-J","B-K","B-L"
"シアン","ダークヤング","27","原種","11","くすぐり / エイミング / ガッシマ / チャージ / 超低周波","守りのミンネ / 攻撃ブースト","A-F","B-F","C-F","D-F","E-F","F-G","F-H","F-I","F-J","F-K","F-L"
"シアン","ワイバーン","28","亜種1","11","イートアライブ / チャージ / ベノムスティング","守りのミンネ / 戦いのエール","A-F","B-F","C-F","D-F","E-F","F-G","F-H","F-I","F-J","F-K","F-L"
"シアン","フラーユ","21","原種","11","コールドボルト / ヒーリング / 春の雨","敏捷ブースト","A-F","B-F","C-F","D-F","E-F","F-G","F-H","F-I","F-J","F-K","F-L"
"シアン","スノウ","30","亜種2","11","スノウストーム / ファイアボール / 氷の花","敏捷ブースト","A-F","B-F","C-F","D-F","E-F","F-G","F-H","F-I","F-J","F-K","F-L"
