"player","monster","level","variant","出場回数","A(アクティブ)","P(コンパニオン)","match01","match02","match03","match04","match05","match06","match07","match08","match09","match10","match11"
"タカヤマン","クン・アヌン／黒","49","亜種1","1","クルセイド / ニグラーヌ / 光のベール / 光の楔","ハートオブフレイム / ミラージュ","D-K","","","","","","","","","",""
"カリスト","フォマルガルバドーハ！","63","亜種1","1","カロウシブスピット / スキュアー / スタンピード / トライペック / ブラッドセイバー","守りのミンネ / 戦いのエール","A-B","","","","","","","","","",""
"カリスト","復活の淫夢くんUC","62","亜種2","5","カラカス / チャージ / フォトケミカルスモッグ / ルルハラント / 光のベール","セントリー / リジェネレイト / 守りのミンネ / 戦いのエール","A-B","B-G","B-H","B-I","B-K","","","","","",""
"カリスト","星のスピキ擬態型","60","亜種2","11","アンブッシュ / カラカス / ヒーリング / フォトケミカルスモッグ / 光のベール","クィックオーダー / ボディケア","A-B","B-C","B-D","B-E","B-F","B-G","B-H","B-I","B-J","B-K","B-L"
"カリスト","比良坂初音","60","亜種2","11","エルフショット / ミラーズ / ユロール / 光のベール / 光の楔","ハートオブフレイム / リジェネレイト / レジストバインド / 守りのミンネ / 心の棘","A-B","B-C","B-D","B-E","B-F","B-G","B-H","B-I","B-J","B-K","B-L"
"カリスト","地を喰らうスピキ","66","亜種1","10","カロウシブスピット / スキュアー / スタンピード / トライペック / ブラッドセイバー","ハートオブオーシャン / リジェネレイト / 守りのミンネ / 戦いのエール","B-C","B-D","B-E","B-F","B-G","B-H","B-I","B-J","B-K","B-L",""
"カリスト","畝の後ろの後ろを歩くモノ","62","原種","6","ガッシマ / スキュアー / スタンピード / トライペック / トランキリティ","守りのミンネ / 戦いのエール","B-C","B-D","B-E","B-F","B-J","B-L","","","","",""
"イマクロ","ブラスドラゴン","70","原種","5","アウターキラー / アースクェイク / ウォークライ / ブラッドセイバー / ラーヴァフロウ","エンジェリックウィング / レジストシール / レジストペトリ / 守りのミンネ / 戦いのエール","A-H","B-H","C-H","F-H","H-L","","","","","",""
"イマクロ","ハイドラ (1)","70","原種","7","アースクェイク / ウォークライ / スタンピード / ブラッドセイバー / ラーヴァフロウ","ハートオブウィンド / ミラージュ / 守りのミンネ / 戦いのエール","A-H","B-H","C-H","D-H","E-H","F-H","H-L","","","",""
"イマクロ","ハイドラ (2)","43","原種","1","アースクェイク / チャージ / トライペック / 光の刻印","カウンター / ハートオブウィンド","D-H","","","","","","","","","",""
"イマクロ","シムルグ","70","原種","4","キャンセレイション / テンペスト / ドラゴニックロア / 光のベール / 炎の楔","リフレクション / レジストバインド / 守りのミンネ / 戦いのエール","A-H","B-H","C-H","H-L","","","","","","",""
"イマクロ","ウルタールの猫","50","亜種1","6","エルフショット / パンデミック / フライト / 月光浴 / 炎の楔","ハートオブウィンド / リフレクション / レジストシール / レジストペトリ / 心の棘 / 魔力ブースト","A-H","B-H","C-H","D-H","E-H","H-L","","","","",""
"イマクロ","サキュバス","43","原種","1","ペイルムーン / 光の楔","レジストシール / 魔力ブースト","D-H","","","","","","","","","",""
"イマクロ","ドール","40","原種","1","カロウシブスピット / 光の刻印","コールドバリア / フレイムアシスト","E-H","","","","","","","","","",""
"イマクロ","ペリ (1)","70","原種","1","キャンセレイション","リジェネレイト / 守りのミンネ","E-H","","","","","","","","","",""
"イマクロ","ペリ (2)","70","原種","1","トランキリティ / ポイズンクラウド / リヴァイヴ / 光の楔","レジストシック / レジストスリープ","F-H","","","","","","","","","",""
"イマクロ","ルサルカ (1)","58","原種","1","リヴァイヴ","ハートオブフレイム","F-H","","","","","","","","","",""
"イマクロ","ルサルカ (2)","70","原種","4","アイスランス / セメタリーゲート / ヒヤデスウィンド / フラッド / 光のベール","コールドアシスト / ハートオブフレイム / レジストシック / レジストスリープ / レジストチャーム / 魔力ブースト","G-H","H-I","H-J","H-K","","","","","","",""
"イマクロ","アークディスプレイサー (1)","70","原種","1","ホロウワールド","ハートオブウィンド / リフレクション","G-H","","","","","","","","","",""
"イマクロ","アークディスプレイサー (2)","70","原種","3","スリープクラウド / セメタリーゲート / フェイズアウト","ハートオブウィンド / リフレクション / レジストシック / レジストスリープ","H-I","H-J","H-K","","","","","","","",""
"イマクロ","ティンダロスハウンド","70","原種","4","ダブルアタック / チャージ / フェイズアウト / 光の刻印","リフレクション / レジストバインド / 守りのミンネ / 戦いのエール","G-H","H-I","H-J","H-K","","","","","","",""
"イマクロ","エアリエル","70","原種","4","セメタリーゲート / テンペスト / フェアリーエイド / 光の楔 / 悪魔のトリル","レジストシック / レジストスリープ / レジストチャーム / 守りのミンネ / 戦いのエール","G-H","H-I","H-J","H-K","","","","","","",""
"Lollypop","ダークヤング","56","亜種2","8","イートアライブ / ガッシマ / スウィング / チャージ / トライペック / ワインクラウド","クィックオーダー / 守りのミンネ / 戦いのエール / 防御ブースト","A-G","C-G","E-G","G-H","G-I","G-J","G-K","G-L","","",""
"Lollypop","ハイドラ (1)","47","原種","10","アースクェイク / ダブルアタック / チャージ / ベノムスクラッチ / ラーヴァフロウ","クィックオーダー / フレイムアシスト / 命中ブースト / 守りのミンネ / 戦いのエール","A-G","B-G","D-G","E-G","F-G","G-H","G-I","G-J","G-K","G-L",""
"Lollypop","ハイドラ (2)","47","亜種2","3","アースクェイク / スタンピード / チャージ / ペトロガス / ラーヴァフロウ","守りのミンネ / 戦いのエール","B-G","D-G","F-G","","","","","","","",""
"Lollypop","モーラ","41","亜種2","5","アウェイクニング / ブラッドスティール / ペイルムーン / リベレイション / 悪魔のトリル","エンジェリックウィング / クィックオーダー / コールドアシスト / コールドバリア / ミラージュ / 防御ブースト","A-G","E-G","G-H","G-J","G-L","","","","","",""
"Lollypop","クン・アヌン","53","亜種1","8","クルセイド / スリープクラウド / バーニングレイジ / 光のベール / 光の楔","クィックオーダー / ハートオブフレイム / フレイムアシスト / フレイムバリア / リジェネレイト / 命中ブースト","A-G","C-G","E-G","G-H","G-I","G-J","G-K","G-L","","",""
"Lollypop","猫も可愛いね","32","亜種1","1","キャンセレイション / フライト / リヴァイヴ / 光のベール / 月光浴","ハートオブフレイム / リジェネレイト","B-G","","","","","","","","","",""
"Lollypop","小さな空の覇者","56","亜種1","3","クルセイド / スリープクラウド / バーニングレイジ / 光のベール / 光の楔","クィックオーダー / レジストシール / レジストバインド / 命中ブースト","B-G","D-G","F-G","","","","","","","",""
"Lollypop","ドール","18","原種","1","アースクェイク / カロウシブスピット / チャージ / ランドスライド","守りのミンネ / 戦いのエール","C-G","","","","","","","","","",""
"Lollypop","エアリエル","32","原種","3","セメタリーゲート / バーニングレイジ / ファイアランス","ミラージュ / リフレクション / 心の壁 / 心の棘","C-G","G-I","G-K","","","","","","","",""
"Lollypop","ホブゴブリンキング","50","亜種2","2","アウェイクニング / ペイルムーン / リヴァイヴ","フレイムアシスト / フレイムバリア","D-G","F-G","","","","","","","","",""
"ユウア","ドール (1)","35","原種","2","アースクェイク / スタンピード / チャージ / ハードブロウ","エンジェリックウィング / 戦いのエール","A-E","E-J","","","","","","","","",""
"ユウア","ドール (2)","34","原種","2","アースクェイク / スタンピード / チャージ / ハードブロウ","エンジェリックウィング","A-E","E-J","","","","","","","","",""
"ユウア","アークディスプレイサー","54","原種","3","アンブッシュ / カラカス / ホロウワールド / 光のベール / 光の楔","エンジェリックウィング / クィックオーダー / ハートオブオーシャン","A-E","E-J","E-L","","","","","","","",""
"ユウア","オールドワン","43","亜種2","5","エルフショット / ヒーリング / ミラーズ / ユロール / 悪魔のトリル","エンジェリックウィング / ハートオブオーシャン / ハートオブフレイム / ミラージュ / リフレクション / 魔力ブースト","A-E","D-E","E-F","E-J","E-L","","","","","",""
"ユウア","フラーユ (1)","29","原種","4","セメタリーゲート / ペイルムーン","コールドアシスト / 敏捷ブースト","B-E","E-G","E-H","E-K","","","","","","",""
"ユウア","フラーユ (2)","17","原種","4","アイスランス / セメタリーゲート / ペイルムーン","コールドアシスト / 敏捷ブースト","B-E","E-G","E-H","E-K","","","","","","",""
"ユウア","エアリエル","54","原種","6","セメタリーゲート / テンペスト / フェアリーエイド","クィックオーダー / ハートオブフレイム / 守りのミンネ / 心の壁 / 敏捷ブースト / 魔力ブースト","B-E","C-E","E-G","E-H","E-I","E-K","","","","",""
"ユウア","サキュバス","43","亜種1","4","アウェイクニング / エルフショット / セメタリーゲート / 悪魔のトリル","ハートオブフレイム / 心の棘 / 魔力ブースト","B-E","E-G","E-H","E-K","","","","","","",""
"ユウア","ダークヤング (1)","42","原種","5","ガッシマ / スタンピード / チャージ / ハードブロウ / ブラッドセイバー","守りのミンネ / 戦いのエール","C-E","D-E","E-F","E-I","E-L","","","","","",""
"ユウア","ダークヤング (2)","36","原種","5","ガッシマ / スタンピード / チャージ / ハードブロウ","守りのミンネ / 戦いのエール","C-E","D-E","E-F","E-I","E-L","","","","","",""
"ユウア","ルサルカ","50","亜種2","2","ウィンターブラスト / スリープクラウド / フラッド","ハートオブフレイム / 敏捷ブースト / 魔力ブースト","C-E","E-I","","","","","","","","",""
"ユウア","アトラク＝ナクア","35","亜種2","2","エンジェルダスト / ゴッサマーチェイン / トランキリティ / ミラーズ / ユロール","クィックオーダー / 守りのミンネ / 心の壁","D-E","E-F","","","","","","","","",""
"酒と泪","ハイドラ","70","原種","11","クァドラストライク / ラーヴァフロウ / 炎のベール / 誘い受け / 踏みつけ","エンジェリックウィング","A-B","A-C","A-D","A-E","A-F","A-G","A-H","A-I","A-J","A-K","A-L"
"酒と泪","ダークヤング","54","原種","1","イボニーシード / ファストブレード / 光の楔","リフレクション / 防御ブースト","A-B","","","","","","","","","",""
"酒と泪","ドール (1)","63","亜種1","11","アースクェイク / カロウシブスピット / スカラド / ダルバドーハ / 炎の刻印","リジェネレイト / リフレクション","A-B","A-C","A-D","A-E","A-F","A-G","A-H","A-I","A-J","A-K","A-L"
"酒と泪","ドール (2)","43","亜種2","10","アースクェイク / ダルバドーハ / バインドグラスプ / 炎の楔 / 熱傷","リジェネレイト / 守りのミンネ","A-C","A-D","A-E","A-F","A-G","A-H","A-I","A-J","A-K","A-L",""
"酒と泪","オールドワン","64","原種","11","デルバイス / トランキリティ / ミラーズ / ユロール / ラストシュリーク","リジェネレイト / リフレクション / 守りのミンネ / 防御ブースト","A-B","A-C","A-D","A-E","A-F","A-G","A-H","A-I","A-J","A-K","A-L"
"pmg","ガッシムブラック","45","原種","2","くすぐり / まさぐり / ガッシマ / チャージ","守りのミンネ / 戦いのエール","A-C","C-L","","","","","","","","",""
"pmg","ガッシムホワイト","41","原種","2","ガッシマ / スタンピード / チャージ / バインドグラスプ","守りのミンネ / 戦いのエール","A-C","C-L","","","","","","","","",""
"pmg","エボニールミナス","36","原種","2","テラーコール / 光のベール","心の壁 / 心の棘","A-C","C-L","","","","","","","","",""
"pmg","オールドワンップル","31","原種","2","ウィンドボルト / ミラーズ","ミラージュ / 心の棘","A-C","C-L","","","","","","","","",""
"pmg","一郎","46","原種","9","くすぐり / まさぐり / ガッシマ / チャージ / ペトロガス","エンジェリックウィング / ハートオブウィンド / ミラージュ / レジストシック / 予習復習 / 命中ブースト","B-C","C-D","C-E","C-F","C-G","C-H","C-I","C-J","C-K","",""
"pmg","二郎","42","原種","9","ガッシマ / スタンピード / チャージ / バインドグラスプ / ペトロガス","レジストシック / 予習復習","B-C","C-D","C-E","C-F","C-G","C-H","C-I","C-J","C-K","",""
"pmg","三郎","37","原種","9","テラーコール / ルビーライト / 光のベール","アウタークッキー","B-C","C-D","C-E","C-F","C-G","C-H","C-I","C-J","C-K","",""
"pmg","花子","32","原種","9","ウィンドボルト / テンプテイション / ミラーズ","アウタークッキー","B-C","C-D","C-E","C-F","C-G","C-H","C-I","C-J","C-K","",""
"ショーンマイケル","ブラスドラゴン","55","原種","10","ドラゴンスケイル / ハードブロウ / ファイアブレス","ビーストクッキー / リジェネレイト","A-I","B-I","C-I","D-I","E-I","G-I","H-I","I-J","I-K","I-L",""
"ショーンマイケル","ジャバウォック (1)","70","亜種1","1","エイミング / ベノムスティング / 氷葬","フレイムバリア / 敏捷ブースト","F-I","","","","","","","","","",""
"ショーンマイケル","ジャバウォック (2)","68","亜種2","8","ジャバー / ダブルアタック / ハードブロウ / ファイアボール / ファストブレード","ビーストクッキー","A-I","C-I","E-I","G-I","H-I","I-J","I-K","I-L","","",""
"ショーンマイケル","ファリシー","63","亜種2","4","ウィンドボルト / コールドボルト / ダークボルト / チャージ / バニシュ","ハートオブオーシャン / フェアリークッキー / リジェネレイト / レジストシール","A-I","B-I","F-I","I-K","","","","","","",""
"ショーンマイケル","グウィリオン","64","亜種1","8","ウィンドボルト / ダブルアタック / ハルバード / ヒーリング / ファイアボール","フェアリークッキー / レジストポイズン","A-I","C-I","E-I","G-I","H-I","I-J","I-K","I-L","","",""
"ショーンマイケル","踏みつけ","39","亜種2","2","スウィング / 超低周波 / 踏みつけ","戦いのエール / 防御ブースト","B-I","D-I","","","","","","","","",""
"ショーンマイケル","サキュバス","68","原種","8","アイスボール / サクション / テンプテイション / ファストブレード / 超低周波","フェアリークッキー / 敏捷ブースト / 魔力ブースト","B-I","C-I","D-I","E-I","G-I","H-I","I-J","I-L","","",""
"ショーンマイケル","アルビノペンギン","24","亜種1","1","テラーコール / トライペック","アウタークッキー","D-I","","","","","","","","","",""
"ショーンマイケル","ペリュトン","66","原種","1","滅びの翼","命中ブースト / 心の壁","F-I","","","","","","","","","",""
"ショーンマイケル","スキュラ","70","亜種2","1","アイスランス / イーヴルフルート / ファイアボール / 氷葬","レジストポイズン","F-I","","","","","","","","","",""
"Vince","ジャバウォック","48","亜種2","11","ウォークライ / ジャバー / ハードブロウ","HPブースト / フレイムバリア / 守りのミンネ / 攻撃ブースト / 敏捷ブースト / 防火布","A-J","B-J","C-J","D-J","E-J","F-J","G-J","H-J","I-J","J-K","J-L"
"Vince","スキュラ","46","原種","10","アイスランス / バインドグラスプ","","A-J","B-J","C-J","E-J","F-J","G-J","H-J","I-J","J-K","J-L",""
"Vince","エアリエル","37","原種","11","エルフショット / テンペスト / ファイアボール","魔力ブースト","A-J","B-J","C-J","D-J","E-J","F-J","G-J","H-J","I-J","J-K","J-L"
"Vince","スノウ","31","亜種1","11","エルフショット / スノウストーム / スリートストーム / 氷の花","リフレクション / レジストシック / レジストポイズン / 敏捷ブースト","A-J","B-J","C-J","D-J","E-J","F-J","G-J","H-J","I-J","J-K","J-L"
"Vince","ラベンダードラゴン","10","原種","1","夢の終わり / 氷葬","","D-J","","","","","","","","","",""
"覚者ロイ","ハイドラ","32","亜種2","9","くすぐり / クァドラストライク / チャージ / ハードブロウ / ラーヴァフロウ","レジストペトリ / 命中ブースト","A-L","B-L","C-L","D-L","E-L","F-L","G-L","I-L","K-L","",""
"覚者ロイ","パズズ","35","原種","9","ダブルアタック / チャージ / デルタスラッシュ","戦いのエール / 攻撃ブースト","A-L","B-L","C-L","D-L","E-L","F-L","G-L","I-L","K-L","",""
"覚者ロイ","グレムリン","27","原種","9","エルフショット / ヒーリング / 風葬","HPブースト","A-L","B-L","C-L","D-L","E-L","F-L","G-L","I-L","K-L","",""
"覚者ロイ","クン・アヌン","31","亜種2","9","エルフショット / バーニングレイジ / ファイアボール / ファイアランス / リヴァイヴ","クィックオーダー","A-L","B-L","C-L","D-L","E-L","F-L","G-L","I-L","K-L","",""
"覚者ロイ","ダークヤング (1)","27","原種","2","イボニーシード / ガッシマ","リジェネレイト","H-L","J-L","","","","","","","","",""
"覚者ロイ","ダークヤング (2)","12","原種","2","ガッシマ","ハートオブウィンド","H-L","J-L","","","","","","","","",""
"覚者ロイ","アトラク＝ナクア","6","原種","2","ゴッサマーチェイン","心の棘","H-L","J-L","","","","","","","","",""
"覚者ロイ","オールドワン","12","原種","2","ミラーズ","レジストスリープ","H-L","J-L","","","","","","","","",""
"煌龍","ワイバーン (1)","49","原種","4","スパイクテイル / ベノムスティング","ビーストクッキー / 戦いのエール / 防御ブースト","A-K","B-K","F-K","I-K","","","","","","",""
"煌龍","ワイバーン (2)","41","原種","1","光の刻印","戦いのエール / 防御ブースト","D-K","","","","","","","","","",""
"煌龍","ラプシヌプルクル","49","原種","9","ダブルアタック / ファストブレード / ペトロガス / 火葬 / 熱傷","ビーストクッキー / フレイムアシスト / 攻撃ブースト","A-K","B-K","C-K","E-K","G-K","H-K","I-K","J-K","K-L","",""
"煌龍","セイレン","32","原種","4","グリムシャドウ / ダークボルト / 悪魔のトリル / 魔性の囁き","フレイムバリア / 心の壁 / 心の棘 / 敏捷ブースト","A-K","B-K","D-K","F-K","","","","","","",""
"煌龍","グレムリン","24","原種","5","ハイドアウト / 風葬","フェアリークッキー","A-K","B-K","C-K","I-K","K-L","","","","","",""
"煌龍","アンクー","12","原種","4","デスサイズ","フェアリークッキー","C-K","E-K","G-K","K-L","","","","","","",""
"煌龍","ドール","44","原種","6","アースクェイク / カロウシブスピット / テラーコール","フレイムバリア / 守りのミンネ / 戦いのエール / 攻撃ブースト / 敏捷ブースト / 防御ブースト","C-K","E-K","H-K","I-K","J-K","K-L","","","","",""
"煌龍","シムルグ","31","原種","4","ダブルアタック / バードサンクチュアリ / 水流","フレイムアシスト / 守りのミンネ / 攻撃ブースト","D-K","E-K","F-K","G-K","","","","","","",""
"煌龍","シルバードラゴン (1)","46","原種","3","アイスブレス / コールドボルト / ダークボルト","コールドアシスト / 命中ブースト / 心の棘 / 防御ブースト","D-K","F-K","H-K","","","","","","","",""
"煌龍","シルバードラゴン (2)","46","原種","1","ブリザード","コールドアシスト / 防御ブースト","J-K","","","","","","","","","",""
"煌龍","モーラ","33","原種","1","ウィンドボルト / ヒーリング / ファイアボール / ブラッドスティール","命中ブースト / 心の棘","G-K","","","","","","","","","",""
"煌龍","ペリ","21","原種","2","ファイアボール / ムーランルージュ","命中ブースト / 心の棘","H-K","J-K","","","","","","","","",""
