"player","monster","level","variant","出場回数","A(アクティブ)","P(コンパニオン)","match01","match02","match03","match04","match05","match06","match07","match08","match09","match10","match11"
"覚者ロイ","セイレン","21","亜種1","6","キャンセレイション / ダークボルト / ヒーリング / 悪魔のトリル","レジストバインド / 心の棘","B-J","D-J","E-J","G-J","I-J","J-K","","","","",""
"覚者ロイ","ファリシー","43","亜種2","2","ウィンドボルト / ダークボルト / バニシュ","HPブースト","G-J","I-J","","","","","","","","",""
"煌龍","シルバードラゴン","45","原種","8","アイスブレス / コールドボルト / ダークボルト / ブラッドスティール / ブリザード","コールドアシスト / 防御ブースト","A-L","B-L","D-L","F-L","G-L","H-L","I-L","K-L","","",""
"煌龍","パズズ","26","原種","7","ダブルアタック / デルタスラッシュ / ハードブロウ / ローカストスウォーム","戦いのエール / 防御ブースト","A-L","D-L","E-L","F-L","G-L","H-L","J-L","","","",""
"煌龍","ドール","43","原種","11","アースクェイク / カロウシブスピット","命中ブースト / 心の棘","A-L","B-L","C-L","D-L","E-L","F-L","G-L","H-L","I-L","J-L","K-L"
"煌龍","ペリ","19","原種","11","パイロクラズム / ムーランルージュ","フレイムアシスト / 心の壁 / 心の棘 / 攻撃ブースト","A-L","B-L","C-L","D-L","E-L","F-L","G-L","H-L","I-L","J-L","K-L"
"煌龍","ラプシヌプルクル","46","原種","6","ファストブレード / ペトロガス / 火葬 / 熱傷","コールドアシスト / ビーストクッキー / 守りのミンネ / 戦いのエール / 攻撃ブースト / 防御ブースト","B-L","C-L","E-L","I-L","J-L","K-L","","","","",""
"煌龍","ワイバーン","40","原種","1","ベノムスティング","ビーストクッキー","C-L","","","","","","","","","",""
"なまはる","シルバードラゴン","23","原種","9","アイスブレス / エイミング / カラカス / ハードブロウ / ブリザード / 狐火","コールドアシスト / コールドバリア","A-K","C-K","D-K","E-K","F-K","H-K","I-K","J-K","K-L","",""
"なまはる","ハイドラ","22","原種","10","イーグルアイ / エイミング / ダブルアタック / ラーヴァフロウ","命中ブースト / 守りのミンネ","A-K","B-K","C-K","D-K","E-K","F-K","H-K","I-K","J-K","K-L",""
"なまはる","ペリュトン","17","原種","7","カラカス / シャドウスティール / ヒーリング / ファイアボルト / 滅びの翼","心の棘 / 魔力ブースト","A-K","B-K","C-K","E-K","I-K","J-K","K-L","","","",""
"なまはる","グレムリン","30","原種","4","エルフショット / ハイドアウト / 風葬","レジストシール / 魔力ブースト","A-K","B-K","E-K","I-K","","","","","","",""
"なまはる","ブラスドラゴン","20","亜種2","1","イーグルアイ / ダブルアタック / ドラゴンスケイル / ファイアブレス","コールドバリア / 命中ブースト","B-K","","","","","","","","","",""
"なまはる","シムルグ","11","原種","3","カラカス / バードサンクチュアリ","レジストシール / 魔力ブースト","C-K","J-K","K-L","","","","","","","",""
"なまはる","セイレン (1)","19","亜種1","2","ダークボルト / ヒーリング / ブラッドスティール / 悪魔のトリル","心の棘 / 魔力ブースト","F-K","H-K","","","","","","","","",""
"なまはる","セイレン (2)","35","亜種2","2","アウェイクニング / セメタリーゲート / ヒーリング / 悪魔のトリル / 狐火 / 魔性の囁き","フレイムアシスト / 心の棘 / 魔力ブースト","D-K","G-K","","","","","","","","",""
"なまはる","サキュバス","23","亜種1","2","サクション / スタンダールシンドローム / スロウ / テンプテイション / フォグ / リヴァイヴ","コールドアシスト / 予習復習","D-K","G-K","","","","","","","","",""
"なまはる","スターヴァンパイア","23","原種","2","アンガドーリエラ / エナジードレイン","レジストシール / 魔力ブースト","F-K","H-K","","","","","","","","",""
"なまはる","フラーユ","18","原種","1","セメタリーゲート / ヒヤデスウィンド / フォグ / リヴァイヴ / 狐火","フレイムアシスト","G-K","","","","","","","","","",""
"なまはる","エアリエル","21","原種","1","セメタリーゲート / テンペスト / ファストブレード / ペイルムーン / リヴァイヴ","守りのミンネ / 戦いのエール","G-K","","","","","","","","","",""
"やなぎかぜ","グウィリオン","45","亜種2","9","イーグルアイ / ダブルアタック / チャージ / ファストブレード / ランドスライド","命中ブースト / 守りのミンネ / 攻撃ブースト / 防御ブースト","A-B","A-C","A-D","A-F","A-G","A-H","A-I","A-J","A-L","",""
"やなぎかぜ","スキュラ","34","亜種1","9","アイスランス / コールドボルト / バインドグラスプ / ファイアボール / 水流","レジストチャーム / 魔力ブースト","A-B","A-C","A-D","A-F","A-G","A-H","A-I","A-J","A-L","",""
"やなぎかぜ","セイレン","24","亜種1","9","ダークボルト / テラーコール / ブラッドスティール / ルビーライト / 悪魔のトリル","心の棘","A-B","A-C","A-D","A-F","A-G","A-H","A-I","A-J","A-L","",""
"やなぎかぜ","モーラ","45","原種","9","グリムシャドウ / コールドボルト / ブラッドスティール / リベレイション / ルビーライト / 狐火","防寒布 / 防火布","A-B","A-C","A-D","A-F","A-G","A-H","A-I","A-J","A-L","",""
"やなぎかぜ","ワイバーン (1)","23","原種","1","ダブルアタック / ベノムスティング / 光の刻印","敏捷ブースト","A-E","","","","","","","","","",""
"やなぎかぜ","ワイバーン (2)","31","亜種1","1","ダブルアタック / デルタスラッシュ / ベノムスティング","守りのミンネ","A-K","","","","","","","","","",""
"やなぎかぜ","クン・アヌン","29","原種","1","くすぐり / クルセイド / ファイアランス","防御ブースト","A-E","","","","","","","","","",""
"やなぎかぜ","ドール","25","亜種2","2","アースクェイク / テラーコール / バインドグラスプ / ファストストライク / ベノムスティング","守りのミンネ","A-E","A-K","","","","","","","","",""
"やなぎかぜ","グレムリン","31","原種","2","ウィンドボルト / エルフショット / ダークボルト / ルビーライト / 風葬","命中ブースト / 敏捷ブースト","A-E","A-K","","","","","","","","",""
"やなぎかぜ","F.S.M.","21","原種","1","ウィンドボルト / エルフショット / コールドボルト / ハスタリーザ","命中ブースト / 攻撃ブースト","A-K","","","","","","","","","",""
"シュトラッサー","シルバードラゴン","34","原種","11","アイスブレス / ブリザード","リジェネレイト / 守りのミンネ","A-E","B-E","C-E","D-E","E-F","E-G","E-H","E-I","E-J","E-K","E-L"
"シュトラッサー","クン・アヌン","24","原種","11","バーニングレイジ / ファイアランス","コールドバリア / フレイムバリア","A-E","B-E","C-E","D-E","E-F","E-G","E-H","E-I","E-J","E-K","E-L"
"シュトラッサー","ルサルカ","32","原種","11","フラッド / メイルストロム","レジストスリープ / レジストチャーム","A-E","B-E","C-E","D-E","E-F","E-G","E-H","E-I","E-J","E-K","E-L"
"シュトラッサー","ペリ","37","原種","11","パイロクラズム / ムーランルージュ","レジストチャーム / 予習復習","A-E","B-E","C-E","D-E","E-F","E-G","E-H","E-I","E-J","E-K","E-L"
"シアン","ダークヤング","21","原種","11","くすぐり / エイミング / ガッシマ / チャージ / 超低周波","守りのミンネ / 攻撃ブースト","A-D","B-D","C-D","D-E","D-F","D-G","D-H","D-I","D-J","D-K","D-L"
"シアン","ワイバーン","21","亜種1","11","イートアライブ / チャージ / ベノムスティング","守りのミンネ / 戦いのエール","A-D","B-D","C-D","D-E","D-F","D-G","D-H","D-I","D-J","D-K","D-L"
"シアン","フラーユ","13","原種","11","ヒーリング / 春の雨","敏捷ブースト","A-D","B-D","C-D","D-E","D-F","D-G","D-H","D-I","D-J","D-K","D-L"
"シアン","スノウ","23","亜種2","11","アイスボール / スノウストーム / ファイアボール / 水流 / 氷の花","リジェネレイト / 魔力ブースト","A-D","B-D","C-D","D-E","D-F","D-G","D-H","D-I","D-J","D-K","D-L"
"dys","エアリエル","14","原種","11","テンペスト","攻撃ブースト","A-I","B-I","C-I","D-I","E-I","F-I","G-I","H-I","I-J","I-K","I-L"
"dys","ルサルカ","13","原種","11","フラッド / メイルストロム","防御ブースト","A-I","B-I","C-I","D-I","E-I","F-I","G-I","H-I","I-J","I-K","I-L"
"dys","アルルーナ","18","原種","11","エンジェルダスト","攻撃ブースト","A-I","B-I","C-I","D-I","E-I","F-I","G-I","H-I","I-J","I-K","I-L"
"dys","スノウ","12","亜種1","11","スノウストーム","レジストシール","A-I","B-I","C-I","D-I","E-I","F-I","G-I","H-I","I-J","I-K","I-L"
"ノクターン","デュラハン","43","原種","10","パリィ / ヒーリング / ランドスライド","エンジェリックウィング / セントリー","A-G","B-G","C-G","D-G","E-G","G-H","G-I","G-J","G-K","G-L",""
"ノクターン","ハイドラ","22","原種","10","グリムシャドウ / チャージ / テラーコール / ペトロガス / ラーヴァフロウ","カウンター / リフレクション","A-G","B-G","C-G","D-G","E-G","G-H","G-I","G-J","G-K","G-L",""
"ノクターン","ファリシー","21","亜種2","11","ウィンドボルト / ヒーリング / ヴィジョン / 水流","命中ブースト / 守りのミンネ / 心の棘 / 戦いのエール","A-G","B-G","C-G","D-G","E-G","F-G","G-H","G-I","G-J","G-K","G-L"
"ノクターン","スキュラ","15","亜種2","9","アイスランス","エンジェリックウィング / ミラージュ","A-G","B-G","C-G","E-G","G-H","G-I","G-J","G-K","G-L","",""
"ノクターン","ウルタールの猫","5","原種","2","フライト","予習復習","D-G","F-G","","","","","","","","",""
"ノクターン","キャペルウェイト","1","原種","1","フラッシュファイア","","F-G","","","","","","","","","",""
"ノクターン","クン・アヌン","1","原種","1","ファイアランス","レジストペトリ / 命中ブースト","F-G","","","","","","","","","",""
"dq","ワイバーン","22","原種","11","ダブルアタック / ベノムスティング","レジストポイズン / 命中ブースト","A-H","B-H","C-H","D-H","E-H","F-H","G-H","H-I","H-J","H-K","H-L"
"dq","シルバードラゴン","19","原種","11","アイスブレス / エイミング / チャージ","守りのミンネ / 防御ブースト","A-H","B-H","C-H","D-H","E-H","F-H","G-H","H-I","H-J","H-K","H-L"
"dq","ナイトメア","16","原種","4","スリープクラウド / テラーコール / 挑発","魔力ブースト","A-H","B-H","D-H","F-H","","","","","","",""
"dq","スノウ","22","原種","11","スノウストーム / ヒーリング","コールドアシスト / ハートオブフレイム","A-H","B-H","C-H","D-H","E-H","F-H","G-H","H-I","H-J","H-K","H-L"
"dq","モラル","7","亜種1","3","ウィンドボルト / ブラッドスティール / ペイルムーン","クィックオーダー / 魔力ブースト","C-H","E-H","H-L","","","","","","","",""
"dq","ラプシヌプルクル","17","亜種2","1","火葬 / 熱傷","魔力ブースト","G-H","","","","","","","","","",""
"dq","モーラ","35","原種","2","ウィンドボルト / ブラッドスティール","魔力ブースト","H-I","H-K","","","","","","","","",""
"dq","ウルタールの猫","3","原種","1","フライト","クィックオーダー","H-J","","","","","","","","","",""
"カウンターポスト","ハイドラ","17","原種","11","ラーヴァフロウ / 誘い受け / 超低周波","レジストスリープ / レジストフィアー","A-B","B-C","B-D","B-E","B-F","B-G","B-H","B-I","B-J","B-K","B-L"
"カウンターポスト","パズズ","19","原種","11","セメタリーゲート / ダブルアタック / デルタスラッシュ","戦いのエール","A-B","B-C","B-D","B-E","B-F","B-G","B-H","B-I","B-J","B-K","B-L"
"カウンターポスト","フラーユ","13","原種","11","ウィンドボルト / コールドボルト / ファイアボール / 春の雨","ディバインオーダー / ハートオブマーブル","A-B","B-C","B-D","B-E","B-F","B-G","B-H","B-I","B-J","B-K","B-L"
"カウンターポスト","ペリ","18","原種","11","ファイアボール / ムーランルージュ","フレイムアシスト / フレイムバリア","A-B","B-C","B-D","B-E","B-F","B-G","B-H","B-I","B-J","B-K","B-L"
