player,letter,出場回数,monster,level,variant,image,A(アクティブ),P(コンパニオン),url01,url02,url03,url04,url05,url06,url07,url08,url09,url10,url11
カリスト,L,1,復活の淫夢くんUC,79,亜2,https://eldersign.jp/img/mi/p/f0/057_arch-displacers_2g7.png,カラカス / フォトケミカルスモッグ / ベノムスクラッチ / ルルハラント / 光のベール,クィックオーダー / ボディケア,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=331&se=13&t=1,,,,,,,,,,
Lollypop,J,10,うねうね,81,亜1,https://eldersign.jp/img/mi/p/f0/055_dark-young_1g4.png,インクリーズ / スキュアー / スタンピード / トランキリティ / ベノムスクラッチ / メガリス,守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=9&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=41&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=73&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=105&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=137&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=169&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=201&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=233&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=265&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=299&se=13&t=1,
Lollypop,J,10,うにょうにょ,88,亜2,https://eldersign.jp/img/mi/p/f0/055_dark-young_2g4.png,インクリーズ / スキュアー / トライペック / ベノムスクラッチ / ホロウワールド / メガリス,守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=9&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=41&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=73&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=105&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=137&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=169&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=201&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=233&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=265&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=299&se=13&t=1,
Lollypop,J,10,歌ウ触ワン,78,亜2,https://eldersign.jp/img/mi/p/f0/051_old-one_2g4.png,エルフショット / ミラーズ / ユロール / 光のベール / 闇のベール,ハートオブフレイム / リジェネレイト,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=9&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=41&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=73&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=105&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=137&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=169&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=201&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=233&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=265&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=299&se=13&t=1,
Lollypop,J,10,46000anyちゃん,75,亜1,https://eldersign.jp/img/mi/p/f0/052_star-vampire_1g4.png,アンブッシュ / パンデミック / フォトケミカルスモッグ / 光のベール / 光の楔,クィックオーダー / ハートオブフレイム / 命中ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=9&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=41&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=73&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=105&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=137&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=169&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=201&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=233&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=265&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=299&se=13&t=1,
Lollypop,J,1,裏ドラ,86,亜2,https://eldersign.jp/img/mi/p/f0/048_hydra_2g4.png,アースクェイク / スタンピード / ブレイズ / ペトロガス / ラーヴァフロウ,守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=298&se=13&t=1,,,,,,,,,,
Lollypop,J,1,ドラ1,69,原,https://eldersign.jp/img/mi/g/f0/048_hydra_0g4.png,アースクェイク / チャージ / ブレイズ / ベノムスクラッチ / ラーヴァフロウ,守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=298&se=13&t=1,,,,,,,,,,
Lollypop,J,1,猫も可愛いね,70,亜1,https://eldersign.jp/img/mi/g/f0/065_cats-of-ulthar_1g7.png,キャンセレイション / ドラゴニックロア / フライト / 光のベール / 月光浴,クィックオーダー / 命中ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=298&se=13&t=1,,,,,,,,,,
Lollypop,J,1,ドラドラ,52,亜2,https://eldersign.jp/img/mi/p/f0/050_silver-dragon_2g4.png,クルセイド / テンペスト / バーニングレイジ / フサリア / ヴェンデッタ,レジストシール / レジストバインド,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=298&se=13&t=1,,,,,,,,,,
イマクロ,E,6,ブラスドラゴン,70,原,https://eldersign.jp/img/mi/g/f0/049_brass-dragon_0g4.png,アウターキラー / アースクェイク / ウォークライ / ブラッドセイバー / ラーヴァフロウ,レジストシール / レジストペトリ / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=4&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=36&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=100&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=133&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=136&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=138&se=13&t=1,,,,,
イマクロ,E,11,ハイドラ (1),70,原,https://eldersign.jp/img/mi/g/f0/048_hydra_0g7.png,アースクェイク / ウォークライ / スタンピード / ブラッドセイバー / ラーヴァフロウ,エンジェリックウィング / リフレクション / レジストシール / レジストペトリ / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=4&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=36&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=68&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=100&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=133&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=134&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=135&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=136&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=137&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=138&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=139&se=13&t=1
イマクロ,E,5,ハイドラ (2),70,原,https://eldersign.jp/img/mi/g/f0/048_hydra_0g4.png,アウターキラー / アースクェイク / チャージ / トライペック / 光の刻印,エンジェリックウィング / ハートオブフレイム / リフレクション / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=68&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=134&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=135&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=137&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=139&se=13&t=1,,,,,,
イマクロ,E,8,シムルグ,70,原,https://eldersign.jp/img/mi/g/f0/046_simorgh_0g7.png,キャンセレイション / テンペスト / ドラゴニックロア / 光のベール / 炎の楔,クィックオーダー / リジェネレイト / 守りのミンネ / 防御ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=4&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=36&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=68&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=100&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=133&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=136&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=138&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=139&se=13&t=1,,,
イマクロ,E,11,ウルタールの猫,68,亜1,https://eldersign.jp/img/mi/g/f0/065_cats-of-ulthar_1g7.png,エルフショット / パンデミック / フライト / 月光浴 / 炎の楔,クィックオーダー / ディレイオーダー / ハートオブフレイム / フレイムアシスト / ミラージュ / リジェネレイト / リフレクション / 命中ブースト / 守りのミンネ / 攻撃ブースト / 防御ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=4&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=36&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=68&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=100&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=133&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=134&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=135&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=136&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=137&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=138&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=139&se=13&t=1
イマクロ,E,3,エアリエル,65,原,https://eldersign.jp/img/mi/g/f0/039_ariel_0g4.png,アゼランザ / エンジェルダスト / トランキリティ / ファイアボルト / フォトケミカルスモッグ,クィックオーダー / ミラージュ / リジェネレイト / 命中ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=134&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=135&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=137&se=13&t=1,,,,,,,,
タカヤマン,H,2,ペリ／冷,73,亜2,https://eldersign.jp/img/mi/p/f0/042_peri_2g7.png,アイスランス / スノウストーム / ペイルムーン / 氷の刻印 / 氷の花,リジェネレイト / 守りのミンネ,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=7&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=135&se=13&t=1,,,,,,,,,
タカヤマン,H,1,スノウ／藍,59,亜1,https://eldersign.jp/img/mi/g/f0/020_snow_1g7.png,キャンセレイション / ヒヤデスウィンド / フェアリーエイド / フサリア,ミラージュ / リジェネレイト,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=7&se=13&t=1,,,,,,,,,,
タカヤマン,H,4,スノウ／白,70,亜2,https://eldersign.jp/img/mi/g/f0/020_snow_2g7.png,ヒヤデスウィンド / フサリア / リヴァイヴ / ルビーレイン / 炎の刻印,ハートオブフレイム / ハートオブマーブル / ミラージュ,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=7&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=39&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=71&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=135&se=13&t=1,,,,,,,
タカヤマン,H,1,サキュバス／１,49,原,https://eldersign.jp/img/mi/g/f0/043_succubus_0g7.png,アウェイクニング / エンジェルダスト / スタンダールシンドローム / ペイルムーン / 悪魔のトリル,リジェネレイト,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=7&se=13&t=1,,,,,,,,,,
タカヤマン,H,3,ケット・シー／１号,70,亜2,https://eldersign.jp/img/mi/g/f0/008_caitsith_2g7.png,テンペスト / ヒヤデスウィンド / フェアリーエイド / ペイルムーン / 光のベール,HPブースト / クィックオーダー / ハートオブウィンド,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=39&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=71&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=135&se=13&t=1,,,,,,,,
タカヤマン,H,2,ケット・シー／２号,70,亜2,https://eldersign.jp/img/mi/g/f0/008_caitsith_2g7.png,アゼランザ / エンジェルダスト / トランキリティ / フェイズアウト / ルルハラント,HPブースト / クィックオーダー,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=39&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=71&se=13&t=1,,,,,,,,,
タカヤマン,H,3,サキュバス様,85,亜1,https://eldersign.jp/img/mi/p/f0/043_succubus_1g7.png,エルフショット / シュリンク / ヒーリングウィンド / ペイルムーン / 光のベール,ハートオブウィンド / ハートオブマーブル / ミラージュ,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=39&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=71&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=135&se=13&t=1,,,,,,,,
タカヤマン,H,2,ダークヤング／赤狐,85,亜1,https://eldersign.jp/img/mi/p/f0/055_dark-young_1g7.png,アースクェイク / スキュアー / トライペック / ベノムスクラッチ,守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=103&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=234&se=13&t=1,,,,,,,,,
タカヤマン,H,2,ダークヤング／緑狸,80,亜2,https://eldersign.jp/img/mi/p/f0/055_dark-young_2g7.png,ディスペル / ブラッドセイバー / 光の楔,守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=103&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=234&se=13&t=1,,,,,,,,,
タカヤマン,H,5,F.S.M.～②,74,亜2,https://eldersign.jp/img/mi/p/f0/053_fsm_2g7.png,テンペスト / フォトケミカルスモッグ / ミラーズ / ユロール / 光の楔,HPブースト / クィックオーダー / ハートオブフレイム / 守りのミンネ / 心の棘,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=103&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=167&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=199&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=232&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=234&se=13&t=1,,,,,,
タカヤマン,H,3,スタープラチナ☆,79,亜1,https://eldersign.jp/img/mi/p/f0/052_star-vampire_1g7.png,アンブッシュ / ミラーズ / ユロール / 光のベール / 光の楔,HPブースト / クィックオーダー / ハートオブフレイム / リジェネレイト,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=103&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=232&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=234&se=13&t=1,,,,,,,,
タカヤマン,H,3,ドール／壱,61,原,https://eldersign.jp/img/mi/g/f0/056_dhole_0g4.png,アウターキラー / アースクェイク / スキュアー / スタンピード / チャージ,ミラージュ / リジェネレイト / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=167&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=199&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=232&se=13&t=1,,,,,,,,
タカヤマン,H,2,ティンダロスハウンド@,60,亜1,https://eldersign.jp/img/mi/p/f0/054_hounds-of-tindalos_1g4.png,スキュアー / フェイズアウト / ルルハラント / 光のベール / 光の楔,リジェネレイト / 守りのミンネ,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=167&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=199&se=13&t=1,,,,,,,,,
タカヤマン,H,2,スターヴァンパイア☆,49,原,https://eldersign.jp/img/mi/g/f0/052_star-vampire_0g7.png,ミラーズ / ユロール / 光のベール / 光の楔 / 風葬,ハートオブフレイム / ミラージュ,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=167&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=199&se=13&t=1,,,,,,,,,
タカヤマン,H,1,ドール／弐,44,原,https://eldersign.jp/img/mi/g/f0/056_dhole_0g4.png,アースクェイク / カロウシブスピット / ミラーズ / ユロール / 光のベール,リジェネレイト / 守りのミンネ,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=232&se=13&t=1,,,,,,,,,,
タカヤマン,H,1,シルバードラゴン／撃,85,亜2,https://eldersign.jp/img/mi/p/f0/050_silver-dragon_2g7.png,ウォークライ / スキュアー / ビーストキラー / ベノムスクラッチ / 光のベール,守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=233&se=13&t=1,,,,,,,,,,
タカヤマン,H,1,ハイドラ！,88,亜2,https://eldersign.jp/img/mi/p/f0/048_hydra_2g7.png,アウターキラー / アースクェイク / グランドスラム / スキュアー / チャージ,守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=233&se=13&t=1,,,,,,,,,,
タカヤマン,H,1,シルバードラゴン／吼,85,亜1,https://eldersign.jp/img/mi/p/f0/050_silver-dragon_1g7.png,ウォークライ / カラカス / ヴェンデッタ / 光のベール / 光の楔,HPブースト / クィックオーダー,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=233&se=13&t=1,,,,,,,,,,
タカヤマン,H,1,ウルタールの猫／トラ,69,亜2,https://eldersign.jp/img/mi/g/f0/065_cats-of-ulthar_2g7.png,フライト / リヴァイヴ / 光のベール / 光の楔 / 月光浴,守りのミンネ / 心の棘,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=233&se=13&t=1,,,,,,,,,,
タカヤマン,H,1,パズズ／赤眼,70,亜2,https://eldersign.jp/img/mi/p/f0/045_pazuzu_2g7.png,ドラゴニックロア / ベノムスクラッチ,ローズイズレッド / ヴァイオレッツブルー,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=235&se=13&t=1,,,,,,,,,,
タカヤマン,H,1,ア・ドライグ・ゴッホ,39,亜1,https://eldersign.jp/img/mi/p/f0/071_y-ddraig-goch_1g4.png,スキュアー / ブレイズ / ベノムスクラッチ,ローズイズレッド / ヴァイオレッツブルー,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=235&se=13&t=1,,,,,,,,,,
タカヤマン,H,1,ウルタールの猫／クロ,63,亜1,https://eldersign.jp/img/mi/g/f0/065_cats-of-ulthar_1g7.png,カラカス / フライト / 月光浴,ローズイズレッド / ヴァイオレッツブルー,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=235&se=13&t=1,,,,,,,,,,
タカヤマン,H,1,ウルタールの猫／あお,59,原,https://eldersign.jp/img/mi/g/f0/065_cats-of-ulthar_0g7.png,ヒーリングウィンド / フライト / 光のベール / 月光浴,ローズイズレッド / ヴァイオレッツブルー,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=235&se=13&t=1,,,,,,,,,,
ユウア,K,1,ꕥ,56,原,https://eldersign.jp/img/mi/g/f0/056_dhole_0g7.png,アースクェイク / スキュアー / チャージ / ブラッドセイバー,エンジェリックウィング / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=10&se=13&t=1,,,,,,,,,,
ユウア,K,1,ꕤ,50,原,https://eldersign.jp/img/mi/g/f0/056_dhole_0g4.png,アースクェイク / カロウシブスピット / スキュアー / スタンピード / チャージ,エンジェリックウィング / ハートオブオーシャン,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=10&se=13&t=1,,,,,,,,,,
ユウア,K,1,✯,62,亜2,https://eldersign.jp/img/mi/p/f0/051_old-one_2g4.png,エルフショット / ミラーズ / ユロール / 光のベール / 悪魔のトリル,エンジェリックウィング,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=10&se=13&t=1,,,,,,,,,,
ユウア,K,2,꧁꧂,61,亜2,https://eldersign.jp/img/mi/p/f0/066_atlach-nacha_2g4.png,ゴッサマーチェイン / トランキリティ / ミラーズ / ユロール / ルールオブドリームス,エンジェリックウィング / ミラージュ / リジェネレイト / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=10&se=13&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=5&v=138&se=13&t=1,,,,,,,,,
