"player","monster","level","variant","出場回数","A(アクティブ)","P(コンパニオン)","match01","match02","match03","match04","match05","match06","match07","match08","match09","match10","match11"
"タカヤマン","ペリ／零","49","","1","","リジェネレイト / 守りのミンネ","D-J","","","","","","","","","",""
"タカヤマン","スノウ／藍","44","亜種1","1","キャンセレイション / スノウストーム / ヒヤデスウィンド / フェアリーエイド","ミラージュ / リジェネレイト","D-J","","","","","","","","","",""
"タカヤマン","シルドラ","50","原種","1","アースクェイク / デスサイズ / ベノムスティング / 光の刻印","ハートオブオーシャン / リジェネレイト","D-K","","","","","","","","","",""
"カリスト","復活の淫夢くんUC","56","亜種2","11","カラカス / チャージ / フォトケミカルスモッグ / ルルハラント / 光のベール","エンジェリックウィング / クィックオーダー / ボディケア / レジストバインド / 守りのミンネ / 戦いのエール","A-L","B-L","C-L","D-L","E-L","F-L","G-L","H-L","I-L","J-L","K-L"
"カリスト","フォマルガルバドーハ！","60","亜種1","1","カロウシブスピット / スキュアー / スタンピード / トライペック / ブラッドセイバー","エンジェリックウィング / ハートオブフレイム","A-L","","","","","","","","","",""
"カリスト","星のスピキ擬態型","56","亜種2","1","アンブッシュ / カラカス / ヒーリング / フォトケミカルスモッグ / 光のベール","クィックオーダー / ボディケア","A-L","","","","","","","","","",""
"カリスト","比良坂初音","43","亜種2","1","エルフショット / ミラーズ / ユロール / 光のベール / 光の楔","レジストバインド / 守りのミンネ","A-L","","","","","","","","","",""
"カリスト","フォマルガルバドーハ","58","亜種1","10","アースクェイク / カロウシブスピット / スタンピード / チャージ / トライペック","セントリー / リジェネレイト / 守りのミンネ / 戦いのエール / 販促","B-L","C-L","D-L","E-L","F-L","G-L","H-L","I-L","J-L","K-L",""
"カリスト","星のスピキ","56","亜種2","10","アンブッシュ / カラカス / ヒーリング / フォトケミカルスモッグ / 光のベール","クィックオーダー / ハートオブフレイム / ボディケア / リジェネレイト","B-L","C-L","D-L","E-L","F-L","G-L","H-L","I-L","J-L","K-L",""
"カリスト","継承用外来後衛","55","原種","10","ヒーリング / ミラーズ / ユロール / 光の楔 / 風葬","エンジェリックウィング / コールドバリア / ハートオブフレイム / リジェネレイト / レジストバインド / 守りのミンネ / 心の棘","B-L","C-L","D-L","E-L","F-L","G-L","H-L","I-L","J-L","K-L",""
"イマクロ","アークディスプレイサー","70","原種","6","スリープクラウド / セメタリーゲート / ソリッドファントム / フェイズアウト / ホロウワールド","エンジェリックウィング / カウンター / ハートオブウィンド / レジストシック / レジストスリープ","A-C","B-C","C-G","C-H","C-J","C-K","","","","",""
"イマクロ","ティンダロスハウンド","70","原種","7","ダブルアタック / チャージ / フェイズアウト / ルルハラント / 光の刻印","エンジェリックウィング / ハートオブウィンド / リフレクション / レジストバインド / 守りのミンネ / 戦いのエール","A-C","B-C","C-F","C-G","C-H","C-J","C-K","","","",""
"イマクロ","エアリエル","70","原種","7","セメタリーゲート / テンペスト / フェアリーエイド / 光の楔 / 悪魔のトリル","レジストシック / レジストスリープ / レジストバインド / レジストフィアー / 心の棘 / 魔力ブースト","A-C","B-C","C-F","C-G","C-H","C-K","C-L","","","",""
"イマクロ","ルサルカ","70","原種","5","アイスランス / ヒヤデスウィンド / フラッド","ミラージュ / リジェネレイト / レジストシック / レジストスリープ / 戦いのエール","A-C","B-C","C-G","C-H","C-K","","","","","",""
"イマクロ","ブラスドラゴン (1)","70","原種","2","アウターキラー / アースクェイク / ウォークライ / チャージ / ディスプレイスメント / ブラッドセイバー / ラーヴァフロウ","リジェネレイト / 守りのミンネ / 戦いのエール","C-D","C-L","","","","","","","","",""
"イマクロ","ブラスドラゴン (2)","70","原種","2","アウターキラー / アースクェイク / チャージ / ディスプレイスメント / ホロウワールド","エンジェリックウィング / リジェネレイト / リフレクション / 守りのミンネ","C-E","C-I","","","","","","","","",""
"イマクロ","ハイドラ","70","原種","5","アースクェイク / ウォークライ / ガッシマ / スタンピード / ブラッドセイバー / ラーヴァフロウ / ルルハラント","エンジェリックウィング / カウンター / ハートオブウィンド / リフレクション / 守りのミンネ / 戦いのエール","C-D","C-E","C-F","C-I","C-L","","","","","",""
"イマクロ","ウルタールの猫","45","亜種1","1","エルフショット / パンデミック / 月光浴 / 炎の楔","フレイムアシスト / フレイムバリア","C-D","","","","","","","","","",""
"イマクロ","シムルグ (1)","70","原種","1","キャンセレイション / テンペスト / ドラゴニックロア / 炎の楔","フレイムアシスト / 魔力ブースト","C-D","","","","","","","","","",""
"イマクロ","シムルグ (2)","65","原種","1","アムネジア / ドラゴニックロア / ヒヤデスウィンド / 光のベール / 光の楔","ハートオブウィンド / リフレクション","C-I","","","","","","","","","",""
"イマクロ","ペリ","70","原種","4","キャンセレイション / トランキリティ / ポイズンクラウド / リヴァイヴ / 光の楔","ハートオブフレイム / リフレクション / 守りのミンネ / 戦いのエール","C-E","C-I","C-J","C-L","","","","","","",""
"イマクロ","サキュバス","40","原種","3","アウェイクニング / ヒヤデスウィンド / ペイルムーン / 光の楔","エンジェリックウィング / ハートオブフレイム / リジェネレイト / リフレクション / 守りのミンネ","C-E","C-F","C-J","","","","","","","",""
"ClayClay","アークディスプレイサー","44","原種","6","ジャバー / スリープクラウド / ヒカップ / ホロウワールド / リヴァイヴ","守りのミンネ / 心の壁","A-J","B-J","E-J","G-J","H-J","J-K","","","","",""
"ClayClay","ダークヤングまりぼう","25","原種","6","イートアライブ / ガッシマ / スタンピード / ヒカップ","アウタークッキー / 守りのミンネ / 戦いのエール","A-J","B-J","E-J","F-J","H-J","J-K","","","","",""
"ClayClay","イシュ","36","原種","9","アイスランス / ステイシス / ストームワーニング / スリートストーム / テンペスト","クィックオーダー / コールドアシスト / コールドバリア / 守りのミンネ / 戦いのエール / 敏捷ブースト / 防御ブースト","A-J","B-J","C-J","D-J","E-J","G-J","H-J","J-K","J-L","",""
"ClayClay","星鈴","41","亜種1","8","アンブッシュ / デルバイス / ユロール / 闇の楔","クィックオーダー / 悪目立ち","A-J","B-J","C-J","E-J","G-J","H-J","I-J","J-K","","",""
"ClayClay","アス","40","原種","3","アースクェイク / カロウシブスピット / シードハウザー / ダルバドーハ / ラーヴァフロウ","レジストスリープ / 守りのミンネ / 戦いのエール / 防寒布 / 防火布","C-J","D-J","I-J","","","","","","","",""
"ClayClay","セント","30","原種","3","アースクェイク / カロウシブスピット / ダイブ / ラーヴァフロウ / 炎の楔","アウタークッキー / ハートオブフレイム / ミラージュ / 守りのミンネ / 心の壁","C-J","D-J","F-J","","","","","","","",""
"ClayClay","パティ","39","原種","2","エルフショット / ダイブ / ペイルムーン / リベレイション / ロッツオブラフ","コールドアシスト / フェアリークッキー / レジストスリープ","D-J","F-J","","","","","","","","",""
"ClayClay","ブラスドラゴン","30","原種","2","スタンピード / チャージ / トライペック / ランドスライド","レジストバインド / レジストフィアー / 守りのミンネ / 戦いのエール","F-J","G-J","","","","","","","","",""
"ClayClay","熱峰分","25","亜種2","1","チャージ","守りのミンネ / 戦いのエール","I-J","","","","","","","","","",""
"ClayClay","シルバードラゴン","28","原種","1","バーニングレイジ","ハートオブマーブル / 敏捷ブースト","I-J","","","","","","","","","",""
"ClayClay","コア","34","原種","1","エンジェルダスト / セメタリーゲート / デルバイス / ラストシュリーク / 闇の刻印","ミラージュ / 心の棘","J-L","","","","","","","","","",""
"ClayClay","デルバイス","32","原種","1","テケリ・リ / デルバイス / 光のベール / 闇の刻印","ハートオブフレイム / ミラージュ","J-L","","","","","","","","","",""
"ClayClay","ハルテ","55","原種","1","ヒヤデスウィンド / ファイアランス / 炎の刻印","クィックオーダー","J-L","","","","","","","","","",""
"Lollypop","ダークヤング","52","亜種2","8","イートアライブ / ガッシマ / チャージ / テラーコール / トライペック / ワインクラウド","守りのミンネ / 戦いのエール","A-I","C-I","D-I","E-I","F-I","G-I","H-I","I-L","","",""
"Lollypop","ハイドラ","42","原種","6","ダブルアタック / チャージ / ベノムスクラッチ / ラーヴァフロウ","フレイムアシスト","A-I","D-I","E-I","G-I","I-J","I-K","","","","",""
"Lollypop","エアリエル","30","原種","3","セメタリーゲート / テンペスト / ファイアランス","守りのミンネ / 戦いのエール","A-I","I-J","I-K","","","","","","","",""
"Lollypop","クン・アヌン","49","亜種1","7","クルセイド / スリープクラウド / バーニングレイジ / ファイアボール / 光のベール","クィックオーダー / フレイムアシスト / フレイムバリア / 命中ブースト","A-I","D-I","E-I","G-I","I-J","I-K","I-L","","","",""
"Lollypop","ウルタールの猫1","15","原種","1","フライト","ビーストクッキー","B-I","","","","","","","","","",""
"Lollypop","パズズ","32","原種","1","ダブルアタック / チャージ / デルタスラッシュ / ドラゴニックロア","ビーストクッキー","B-I","","","","","","","","","",""
"Lollypop","モーラ","40","亜種2","5","アウェイクニング / ブラッドスティール / ペイルムーン / リベレイション / 悪魔のトリル","エンジェリックウィング / コールドアシスト / コールドバリア / フェアリークッキー / ミラージュ","B-I","D-I","E-I","G-I","I-L","","","","","",""
"Lollypop","シルバードラゴン","25","原種","1","アイスブレス / カラカス / バーニングレイジ / ヒーリング / ファイアランス","ビーストクッキー","B-I","","","","","","","","","",""
"Lollypop","ドール","17","原種","6","アースクェイク / カロウシブスピット / ダブルアタック / ランドスライド","守りのミンネ / 戦いのエール","C-I","F-I","H-I","I-J","I-K","I-L","","","","",""
"Lollypop","オールドワン","20","原種","3","ミラーズ / 光のベール","クィックオーダー / 命中ブースト / 防御ブースト","C-I","F-I","H-I","","","","","","","",""
"Lollypop","スターヴァンパイア","22","原種","3","アンガドーリエラ / エナジードレイン","心の壁 / 心の棘","C-I","F-I","H-I","","","","","","","",""
"けけけけ","ダークヤング","50","原種","8","のしかかり / ガッシマ / スタンピード / ニグラーヌ","戦いのエール / 攻撃ブースト","A-E","B-E","C-E","D-E","E-F","E-G","E-I","E-K","","",""
"けけけけ","ドール","45","原種","8","のしかかり / カロウシブスピット / スタンピード","リジェネレイト / 戦いのエール","A-E","B-E","C-E","D-E","E-F","E-G","E-I","E-K","","",""
"けけけけ","アークディスプレイサー","40","","8","","心の棘 / 魔力ブースト","A-E","B-E","C-E","D-E","E-F","E-G","E-I","E-K","","",""
"けけけけ","オールドワン","32","原種","8","ミラーズ / ユロール","クィックオーダー","A-E","B-E","C-E","D-E","E-F","E-G","E-I","E-K","","",""
"けけけけ","フラーユ","40","原種","3","フェアリーエイド / ペイルムーン / 桜花泡影","リフレクション","E-H","E-J","E-L","","","","","","","",""
"けけけけ","アルルーナ","39","原種","3","アイスランス / エンジェルダスト / リヴァイヴ","レジストスリープ / 予習復習","E-H","E-J","E-L","","","","","","","",""
"けけけけ","ペリ","43","亜種2","3","アウェイクニング / セメタリーゲート / ムーランルージュ / レーヴァテイン / 風葬","フレイムアシスト / フレイムバリア","E-H","E-J","E-L","","","","","","","",""
"けけけけ","ルサルカ","45","原種","3","ウィンターブラスト / フォグ / ペイルムーン","心の棘 / 敏捷ブースト / 魔力ブースト","E-H","E-J","E-L","","","","","","","",""
"ハイジ","パズズ (1)","45","原種","11","チャージ / デルタスラッシュ / ハードブロウ / ベノムスティング / ローカストスウォーム","ハートオブオーシャン / 敏捷ブースト / 防御ブースト","A-B","A-C","A-D","A-E","A-F","A-G","A-H","A-I","A-J","A-K","A-L"
"ハイジ","パズズ (2)","31","亜種2","3","チャージ / デルタスラッシュ / ドラゴニックロア / バインドグラスプ","HPブースト / クィックオーダー","A-J","A-K","A-L","","","","","","","",""
"ハイジ","ドール","21","原種","6","アースクェイク / カロウシブスピット / テラーコール","ハートオブフレイム / 戦いのエール / 防御ブースト","A-B","A-C","A-D","A-E","A-F","A-J","","","","",""
"ハイジ","ルサルカ","43","原種","7","ウィンターブラスト / スノウストーム / スリートストーム / フラッド","ミラージュ / 防御ブースト / 魔力ブースト","A-B","A-G","A-H","A-I","A-J","A-K","A-L","","","",""
"ハイジ","シルバードラゴン","28","原種","8","アイスブレス / ダブルアタック / チャージ / ハードブロウ / ブリザード","ミラージュ / 戦いのエール / 防御ブースト","A-B","A-C","A-D","A-E","A-F","A-G","A-H","A-I","","",""
"ハイジ","フライングポリープ","32","亜種1","8","イーヴルフルート / ツイスター / テラーコール / ルビーライト / 闇の楔","ハートオブオーシャン / 戦いのエール / 敏捷ブースト / 防御ブースト","A-C","A-D","A-E","A-F","A-H","A-I","A-K","A-L","","",""
"ハイジ","グレムリン","23","亜種1","1","ウィンドボルト / ダークボルト / ルビーライト / 風葬","","A-G","","","","","","","","","",""
"センカ","ハイドラ","28","原種","4","ラーヴァフロウ / 誘い受け","エンジェリックウィング / 防御ブースト","A-G","C-G","E-G","G-L","","","","","","",""
"センカ","シムルグ (1)","26","原種","3","シードハウザー / スウィング / バードサンクチュアリ","レジストシック / レジストチャーム / 守りのミンネ / 防御ブースト","A-G","E-G","G-L","","","","","","","",""
"センカ","シムルグ (2)","26","原種","1","バードサンクチュアリ","レジストシック / レジストチャーム","C-G","","","","","","","","","",""
"センカ","ルサルカ","38","原種","10","アイスランス / セメタリーゲート / ダイヤモンドダスト / フラッド / ペイルムーン / 水流","エンジェリックウィング / コールドアシスト / 敏捷ブースト","A-G","B-G","C-G","D-G","E-G","F-G","G-H","G-I","G-K","G-L",""
"センカ","エアリエル","22","原種","10","ウィンドボルト / セメタリーゲート / テンペスト / ヒーリング / ファイアボルト","リフレクション / 予習復習 / 心の棘 / 敏捷ブースト / 魔力ブースト","A-G","B-G","C-G","D-G","E-G","G-H","G-I","G-J","G-K","G-L",""
"センカ","アンクー (1)","45","原種","6","チャージ / デスサイズ / ハルバード / パンデミック / ファストブレード","敏捷ブースト","B-G","D-G","G-H","G-I","G-J","G-K","","","","",""
"センカ","アンクー (2)","34","亜種2","1","ウィンドボルト / エルフショット / パリィ / パンデミック","敏捷ブースト","F-G","","","","","","","","","",""
"センカ","ティンダロスハウンド","26","原種","7","くすぐり / エイミング / スタンピード / チャージ / フェイズアウト","守りのミンネ / 戦いのエール / 攻撃ブースト / 防御ブースト","B-G","D-G","F-G","G-H","G-I","G-J","G-K","","","",""
"センカ","ダークヤング","21","原種","1","ガッシマ / スパイクテイル / ニグラーヌ","守りのミンネ / 防御ブースト","F-G","","","","","","","","","",""
"センカ","フラーユ","14","原種","1","アイスランス / ヒーリング / ファイアボルト / 光のベール","リフレクション / 魔力ブースト","G-J","","","","","","","","","",""
"ポリープ","ハイドラ","35","原種","5","ラーヴァフロウ / 誘い受け","セントリー / ハートオブオーシャン / ミラージュ","A-B","B-F","B-H","B-J","B-L","","","","","",""
"ポリープ","ペリ (1)","35","原種","4","パイロクラズム","ミラージュ","A-B","B-F","B-H","B-L","","","","","","",""
"ポリープ","ペリ (2)","35","原種","1","ムーランルージュ / ルビーライト","セントリー / ハートオブオーシャン","B-J","","","","","","","","","",""
"ポリープ","ドール","32","原種","9","アースクェイク / カロウシブスピット / ダブルアタック","アウタークッキー / ディレイオーダー / 戦いのエール","A-B","B-C","B-E","B-F","B-G","B-H","B-I","B-K","B-L","",""
"ポリープ","グレムリン","32","亜種1","7","ダークボルト / 光の楔 / 風葬","心の棘 / 魔力ブースト","A-B","B-F","B-G","B-H","B-I","B-K","B-L","","","",""
"ポリープ","ワイバーン","25","亜種2","2","スパイクテイル / ベノムスティング","レジストペトリ","B-C","B-E","","","","","","","","",""
"ポリープ","アンクー","26","原種","4","デスサイズ / パンデミック / ビーストキラー","エンジェリックウィング / クィックオーダー / コールドバリア / 命中ブースト / 戦いのエール","B-C","B-E","B-I","B-J","","","","","","",""
"ポリープ","スターヴァンパイア (1)","35","原種","4","アンガドーリエラ / エナジードレイン / フェアリーキラー / フラッシュファイア","アウタークッキー / クィックオーダー / ミラージュ / 命中ブースト / 心の棘 / 魔力ブースト","B-C","B-D","B-J","B-K","","","","","","",""
"ポリープ","スターヴァンパイア (2)","34","原種","1","フェアリーキラー","ミラージュ","B-G","","","","","","","","","",""
"ポリープ","ワンプ","28","亜種1","1","クリアランス / セメタリーゲート","エンジェリックウィング / コールドバリア","B-D","","","","","","","","","",""
"ポリープ","アルルーナ (1)","32","原種","2","エンジェルダスト / トランキリティ / ブラッドスティール / ラストシュリーク / ルビーライト","エンジェリックウィング / コールドバリア / 心の棘 / 魔力ブースト","B-D","B-K","","","","","","","","",""
"ポリープ","アルルーナ (2)","31","原種","1","トランキリティ / ブラッドスティール","レジストペトリ","B-G","","","","","","","","","",""
"ポリープ","ルサルカ","20","原種","1","フラッド","セントリー / ハートオブオーシャン","B-E","","","","","","","","","",""
"ポリープ","サキュバス","12","原種","1","エルフショット / テンプテイション / ブラッドスティール","クィックオーダー / 命中ブースト","B-I","","","","","","","","","",""
"ゆばゆば極限","スキュラ (1)","47","原種","11","アイスランス / ウィンドボルト / バインドグラスプ / ヒーリング / 水流","ハートオブウィンド / ミラージュ / 心の棘","A-F","B-F","C-F","D-F","E-F","F-G","F-H","F-I","F-J","F-K","F-L"
"ゆばゆば極限","スキュラ (2)","10","亜種2","1","アイスランス","魔力ブースト","D-F","","","","","","","","","",""
"ゆばゆば極限","シルバードラゴン","42","原種","11","アイスブレス / チャージ / ブリザード / 水流","ハートオブウィンド / 命中ブースト","A-F","B-F","C-F","D-F","E-F","F-G","F-H","F-I","F-J","F-K","F-L"
"ゆばゆば極限","スノウ","23","亜種2","10","スノウストーム / スリートストーム / セメタリーゲート / ヒーリング / 氷の花","エンジェリックウィング / 魔力ブースト","A-F","B-F","C-F","E-F","F-G","F-H","F-I","F-J","F-K","F-L",""
"ゆばゆば極限","グレムリン","12","原種","2","風葬","レジストフィアー / 心の棘","A-F","F-H","","","","","","","","",""
"ゆばゆば極限","フライングポリープ","42","原種","3","イーヴルフルート / ツイスター / ファイアボルト","レジストフィアー / 心の棘","B-F","F-I","F-K","","","","","","","",""
"ゆばゆば極限","サキュバス","8","原種","3","サクション / テンプテイション / ヒーリング","フェアリークッキー","C-F","E-F","F-G","","","","","","","",""
"ゆばゆば極限","ビヤーキー","31","原種","1","スカラド / ヒヤデスウィンド","心の壁 / 心の棘","D-F","","","","","","","","","",""
"ゆばゆば極限","セイレン","14","原種","2","ダークボルト / 悪魔のトリル","フェアリークッキー / レジストフィアー / 心の棘","F-J","F-L","","","","","","","","",""
"Piano","ティンダロスハウンド","17","原種","7","フェイズアウト / 狐火","アウタークッキー","A-H","B-H","D-H","F-H","H-I","H-J","H-K","","","",""
"Piano","ナイトメア","29","原種","11","スリープクラウド / タングリング / チャージ / 挑発","リジェネレイト / 心の壁","A-H","B-H","C-H","D-H","E-H","F-H","G-H","H-I","H-J","H-K","H-L"
"Piano","モーラ","18","亜種1","11","テラーコール / ヒーリング / ブラッドスティール / ペイルムーン / 水流","エンジェリックウィング","A-H","B-H","C-H","D-H","E-H","F-H","G-H","H-I","H-J","H-K","H-L"
"Piano","マーチヘア","30","亜種1","5","グリムシャドウ / ダークボルト / ロッツオブラフ","レジストチャーム / 防御ブースト","A-H","D-H","F-H","H-J","H-L","","","","","",""
"Piano","アルルーナ","45","原種","4","エンジェルダスト / ヒーリング / ラストシュリーク","レジストチャーム / 防御ブースト","B-H","G-H","H-I","H-K","","","","","","",""
"Piano","ハイドラ","22","原種","3","ラーヴァフロウ / 誘い受け","","C-H","E-H","H-L","","","","","","","",""
"Piano","スノウ","14","原種","2","コールドボルト / スノウストーム","レジストチャーム / 防御ブースト","C-H","E-H","","","","","","","","",""
"Piano","フェニックス","36","亜種1","1","ヒーリング / ファイアボルト","","G-H","","","","","","","","","",""
"ひーちゃん","ペリュトン","33","原種","7","シャドウスティール / 滅びの翼","防御ブースト / 魔力ブースト","A-K","B-K","C-K","D-K","E-K","I-K","K-L","","","",""
"ひーちゃん","アンクー","31","原種","5","デスサイズ / パンデミック","レジストシール / 命中ブースト / 防御ブースト","A-K","B-K","D-K","I-K","K-L","","","","","",""
"ひーちゃん","セルキー","42","亜種1","3","水流","防御ブースト / 魔力ブースト","A-K","F-K","J-K","","","","","","","",""
"ひーちゃん","スキュラ","24","亜種2","7","アイスランス","命中ブースト / 魔力ブースト","A-K","B-K","C-K","D-K","E-K","I-K","K-L","","","",""
"ひーちゃん","フェニックス","11","亜種2","1","ファイアボルト / リヴァイヴ","防御ブースト","B-K","","","","","","","","","",""
"ひーちゃん","シルバードラゴン","16","原種","4","アイスブレス / ブリザード","レジストシール / 防御ブースト","C-K","E-K","F-K","G-K","","","","","","",""
"ひーちゃん","フライングポリープ","16","亜種1","5","イーヴルフルート / ツイスター","プロヴィデンス","C-K","D-K","E-K","G-K","K-L","","","","","",""
"ひーちゃん","ナイトメア","30","亜種2","3","スリープクラウド / 挑発","防御ブースト / 魔力ブースト","F-K","G-K","J-K","","","","","","","",""
"ひーちゃん","フラーユ","8","原種","4","春の雨","防御ブースト / 魔力ブースト","F-K","G-K","H-K","I-K","","","","","","",""
"ひーちゃん","グリフィン","14","亜種1","1","チャージ","防御ブースト","H-K","","","","","","","","","",""
"ひーちゃん","ブラスドラゴン","10","原種","1","ファイアブレス","レジストシール","H-K","","","","","","","","","",""
"ひーちゃん","アークディスプレイサー","21","原種","1","ホロウワールド","魔力ブースト","H-K","","","","","","","","","",""
"ひーちゃん","ワイバーン","10","","1","","レジストシール","J-K","","","","","","","","","",""
"ひーちゃん","ファリシー","13","亜種1","1","ウィンドボルト","魔力ブースト","J-K","","","","","","","","","",""
